Contig	BARN	MASH
Mmercenaria_contig_17	89	131
Mmercenaria_contig_170	87	72
Mmercenaria_contig_1700	100	83
Mmercenaria_contig_1701	150	115
Mmercenaria_contig_1702	265	304
Mmercenaria_contig_1703	200	134
Mmercenaria_contig_1704	83	78
Mmercenaria_contig_1705	101	58
Mmercenaria_contig_1706	119	77
Mmercenaria_contig_1707	106	65
Mmercenaria_contig_1708	128	91
Mmercenaria_contig_1709	377	324
Mmercenaria_contig_171	109	93
Mmercenaria_contig_1710	592	301
Mmercenaria_contig_1711	27	13
Mmercenaria_contig_1712	152	152
Mmercenaria_contig_1713	428	232
Mmercenaria_contig_1714	104	133
Mmercenaria_contig_1715	114	101
Mmercenaria_contig_1716	109	279
Mmercenaria_contig_1717	169	90
Mmercenaria_contig_1718	343	217
Mmercenaria_contig_1719	196	45
Mmercenaria_contig_172	69	59
Mmercenaria_contig_1720	204	112
Mmercenaria_contig_1721	422	261
Mmercenaria_contig_1722	596	439
Mmercenaria_contig_1723	174	132
Mmercenaria_contig_1724	131	332
Mmercenaria_contig_1725	505	365
Mmercenaria_contig_1726	340	193
Mmercenaria_contig_1727	257	218
Mmercenaria_contig_1728	182	116
Mmercenaria_contig_1729	506	349
Mmercenaria_contig_173	234	339
Mmercenaria_contig_1730	101	116
Mmercenaria_contig_1731	351	238
Mmercenaria_contig_1732	294	214
Mmercenaria_contig_1733	70	82
Mmercenaria_contig_1734	70	91
Mmercenaria_contig_1735	422	358
Mmercenaria_contig_1736	163	147
Mmercenaria_contig_1737	62	57
Mmercenaria_contig_1738	174	132
Mmercenaria_contig_1739	17	191
Mmercenaria_contig_174	121	47
Mmercenaria_contig_1740	127	88
Mmercenaria_contig_1741	362	224
Mmercenaria_contig_1742	86	78
Mmercenaria_contig_1743	66	43
Mmercenaria_contig_1744	217	150
Mmercenaria_contig_1745	326	230
Mmercenaria_contig_1746	215	169
Mmercenaria_contig_1747	156	95
Mmercenaria_contig_1748	48	55
Mmercenaria_contig_1749	52	36
Mmercenaria_contig_175	125	101
Mmercenaria_contig_1750	149	59
Mmercenaria_contig_1751	223	156
Mmercenaria_contig_1752	143	162
Mmercenaria_contig_1753	76	64
Mmercenaria_contig_1754	175	103
Mmercenaria_contig_1755	321	250
Mmercenaria_contig_1756	195	154
Mmercenaria_contig_1757	198	183
Mmercenaria_contig_1758	97	57
Mmercenaria_contig_1759	260	206
Mmercenaria_contig_176	517	396
Mmercenaria_contig_1760	118	75
Mmercenaria_contig_1761	358	76
Mmercenaria_contig_1762	248	171
Mmercenaria_contig_1763	249	149
Mmercenaria_contig_1764	174	206
Mmercenaria_contig_1765	510	419
Mmercenaria_contig_1766	92	119
Mmercenaria_contig_1767	114	47
Mmercenaria_contig_1768	97	117
Mmercenaria_contig_1769	267	166
Mmercenaria_contig_177	80	69
Mmercenaria_contig_1770	2	209
Mmercenaria_contig_1771	26	32
Mmercenaria_contig_1772	204	118
Mmercenaria_contig_1773	156	82
Mmercenaria_contig_1774	545	373
Mmercenaria_contig_1775	183	194
Mmercenaria_contig_1776	296	184
Mmercenaria_contig_1777	94	47
Mmercenaria_contig_1778	45	29
Mmercenaria_contig_1779	86	74
Mmercenaria_contig_178	39	51
Mmercenaria_contig_1780	44	59
Mmercenaria_contig_1781	109	107
Mmercenaria_contig_1782	96	39
Mmercenaria_contig_1783	209	116
Mmercenaria_contig_1784	264	87
Mmercenaria_contig_1785	111	87
Mmercenaria_contig_1786	212	180
Mmercenaria_contig_1787	70	97
Mmercenaria_contig_1788	89	85
Mmercenaria_contig_1789	536	258
Mmercenaria_contig_179	116	44
Mmercenaria_contig_1790	343	174
Mmercenaria_contig_1791	55	56
Mmercenaria_contig_1792	135	117
Mmercenaria_contig_1793	117	44
Mmercenaria_contig_1794	112	151
Mmercenaria_contig_1795	16	41
Mmercenaria_contig_1796	156	172
Mmercenaria_contig_1797	306	191
Mmercenaria_contig_1798	93	82
Mmercenaria_contig_1799	69	51
Mmercenaria_contig_18	97	70
Mmercenaria_contig_180	86	67
Mmercenaria_contig_1800	117	66
Mmercenaria_contig_1801	168	154
Mmercenaria_contig_1802	64	52
Mmercenaria_contig_1803	52	68
Mmercenaria_contig_1804	101	59
Mmercenaria_contig_1805	144	83
Mmercenaria_contig_1806	41	24
Mmercenaria_contig_1807	111	124
Mmercenaria_contig_1808	187	157
Mmercenaria_contig_1809	117	78
Mmercenaria_contig_181	145	109
Mmercenaria_contig_1810	220	130
Mmercenaria_contig_1811	302	315
Mmercenaria_contig_1812	151	197
Mmercenaria_contig_1813	85	61
Mmercenaria_contig_1814	186	118
Mmercenaria_contig_1815	530	212
Mmercenaria_contig_1816	138	112
Mmercenaria_contig_1817	65	54
Mmercenaria_contig_1818	39	36
Mmercenaria_contig_1819	185	73
Mmercenaria_contig_182	184	145
Mmercenaria_contig_1820	158	111
Mmercenaria_contig_1821	90	91
Mmercenaria_contig_1822	230	180
Mmercenaria_contig_1823	214	133
Mmercenaria_contig_1824	159	208
Mmercenaria_contig_1825	49	18
Mmercenaria_contig_1826	147	112
Mmercenaria_contig_1827	210	139
Mmercenaria_contig_1828	51	67
Mmercenaria_contig_1829	177	92
Mmercenaria_contig_183	119	109
Mmercenaria_contig_1830	591	429
Mmercenaria_contig_1831	172	88
Mmercenaria_contig_1832	48	44
Mmercenaria_contig_1833	91	62
Mmercenaria_contig_1834	481	273
Mmercenaria_contig_1835	159	143
Mmercenaria_contig_1836	564	369
Mmercenaria_contig_1837	271	89
Mmercenaria_contig_1838	179	103
Mmercenaria_contig_1839	125	101
Mmercenaria_contig_184	90	91
Mmercenaria_contig_1840	115	125
Mmercenaria_contig_1841	78	49
Mmercenaria_contig_1842	170	64
Mmercenaria_contig_1843	330	170
Mmercenaria_contig_1844	104	60
Mmercenaria_contig_1845	105	70
Mmercenaria_contig_1846	95	48
Mmercenaria_contig_1847	81	55
Mmercenaria_contig_1848	52	38
Mmercenaria_contig_1849	48	52
Mmercenaria_contig_185	136	95
Mmercenaria_contig_1850	96	92
Mmercenaria_contig_1851	222	130
Mmercenaria_contig_1852	219	197
Mmercenaria_contig_1853	126	77
Mmercenaria_contig_1854	143	58
Mmercenaria_contig_1855	73	80
Mmercenaria_contig_1856	109	79
Mmercenaria_contig_1857	88	100
Mmercenaria_contig_1858	413	210
Mmercenaria_contig_1859	97	38
Mmercenaria_contig_186	282	174
Mmercenaria_contig_1860	234	71
Mmercenaria_contig_1861	93	87
Mmercenaria_contig_1862	188	68
Mmercenaria_contig_1863	96	83
Mmercenaria_contig_1864	125	99
Mmercenaria_contig_1865	46	38
Mmercenaria_contig_1866	85	54
Mmercenaria_contig_1867	227	142
Mmercenaria_contig_1868	192	118
Mmercenaria_contig_1869	64	18
Mmercenaria_contig_187	383	405
Mmercenaria_contig_1870	73	33
Mmercenaria_contig_1871	95	49
Mmercenaria_contig_1872	116	113
Mmercenaria_contig_1873	118	30
Mmercenaria_contig_1874	28	48
Mmercenaria_contig_1875	124	158
Mmercenaria_contig_1876	135	63
Mmercenaria_contig_1877	119	85
Mmercenaria_contig_1878	306	197
Mmercenaria_contig_1879	153	130
Mmercenaria_contig_188	49	77
Mmercenaria_contig_1880	60	37
Mmercenaria_contig_1881	119	141
Mmercenaria_contig_1882	332	235
Mmercenaria_contig_1883	373	126
Mmercenaria_contig_1884	36	49
Mmercenaria_contig_1885	60	53
Mmercenaria_contig_1886	180	176
Mmercenaria_contig_1887	30	43
Mmercenaria_contig_1888	231	94
Mmercenaria_contig_1889	78	57
Mmercenaria_contig_189	29	32
Mmercenaria_contig_1890	122	160
Mmercenaria_contig_1891	143	56
Mmercenaria_contig_1892	63	45
Mmercenaria_contig_1893	60	86
Mmercenaria_contig_1894	112	180
Mmercenaria_contig_1895	55	19
Mmercenaria_contig_1896	216	111
Mmercenaria_contig_1897	85	50
Mmercenaria_contig_1898	75	53
Mmercenaria_contig_1899	129	144
Mmercenaria_contig_19	141	136
Mmercenaria_contig_190	156	140
Mmercenaria_contig_1900	46	69
Mmercenaria_contig_1901	335	288
Mmercenaria_contig_1902	148	107
Mmercenaria_contig_1903	237	122
Mmercenaria_contig_1904	547	463
Mmercenaria_contig_1905	64	19
Mmercenaria_contig_1906	159	58
Mmercenaria_contig_1907	42	43
Mmercenaria_contig_1908	46	43
Mmercenaria_contig_1909	87	113
Mmercenaria_contig_191	158	163
Mmercenaria_contig_1910	52	57
Mmercenaria_contig_1911	154	63
Mmercenaria_contig_1912	83	71
Mmercenaria_contig_1913	229	156
Mmercenaria_contig_1914	98	56
Mmercenaria_contig_1915	133	50
Mmercenaria_contig_1916	69	53
Mmercenaria_contig_1917	118	64
Mmercenaria_contig_1918	83	109
Mmercenaria_contig_1919	97	76
Mmercenaria_contig_192	105	93
Mmercenaria_contig_1920	233	76
Mmercenaria_contig_1921	89	70
Mmercenaria_contig_1922	103	92
Mmercenaria_contig_1923	92	67
Mmercenaria_contig_1924	16	54
Mmercenaria_contig_1925	178	83
Mmercenaria_contig_1926	34	41
Mmercenaria_contig_1927	104	43
Mmercenaria_contig_1928	80	54
Mmercenaria_contig_1929	23	19
Mmercenaria_contig_193	173	90
Mmercenaria_contig_1930	145	100
Mmercenaria_contig_1931	181	136
Mmercenaria_contig_1932	63	58
Mmercenaria_contig_1933	42	31
Mmercenaria_contig_1934	65	49
Mmercenaria_contig_1935	53	83
Mmercenaria_contig_1936	54	85
Mmercenaria_contig_1937	46	44
Mmercenaria_contig_1938	129	41
Mmercenaria_contig_1939	180	108
Mmercenaria_contig_194	131	94
Mmercenaria_contig_1940	257	173
Mmercenaria_contig_1941	90	51
Mmercenaria_contig_1942	99	81
Mmercenaria_contig_1943	35	23
Mmercenaria_contig_1944	66	47
Mmercenaria_contig_1945	53	22
Mmercenaria_contig_1946	69	33
Mmercenaria_contig_1947	236	253
Mmercenaria_contig_1948	47	39
Mmercenaria_contig_1949	114	56
Mmercenaria_contig_195	150	60
Mmercenaria_contig_1950	584	12
Mmercenaria_contig_1951	77	26
Mmercenaria_contig_1952	37	24
Mmercenaria_contig_1953	110	78
Mmercenaria_contig_1954	124	46
Mmercenaria_contig_1955	45	77
Mmercenaria_contig_1956	74	70
Mmercenaria_contig_1957	96	113
Mmercenaria_contig_1958	55	38
Mmercenaria_contig_1959	77	73
Mmercenaria_contig_196	435	132
Mmercenaria_contig_1960	60	25
Mmercenaria_contig_1961	90	70
Mmercenaria_contig_1962	84	34
Mmercenaria_contig_1963	27	47
Mmercenaria_contig_1964	140	49
Mmercenaria_contig_1965	103	61
Mmercenaria_contig_1966	104	79
Mmercenaria_contig_1967	18	4
Mmercenaria_contig_1968	204	227
Mmercenaria_contig_1969	82	43
Mmercenaria_contig_197	223	147
Mmercenaria_contig_1970	85	38
Mmercenaria_contig_1971	138	29
Mmercenaria_contig_1972	85	31
Mmercenaria_contig_1973	322	30
Mmercenaria_contig_1974	83	41
Mmercenaria_contig_1975	76	24
Mmercenaria_contig_1976	52	41
Mmercenaria_contig_1977	118	42
Mmercenaria_contig_1978	110	61
Mmercenaria_contig_1979	72	54
Mmercenaria_contig_198	171	197
Mmercenaria_contig_1980	127	82
Mmercenaria_contig_1981	32	49
Mmercenaria_contig_1982	81	32
Mmercenaria_contig_1983	94	58
Mmercenaria_contig_1984	36	19
Mmercenaria_contig_1985	108	73
Mmercenaria_contig_1986	89	42
Mmercenaria_contig_1987	138	70
Mmercenaria_contig_1988	52	57
Mmercenaria_contig_1989	67	6
Mmercenaria_contig_199	180	163
Mmercenaria_contig_1990	116	105
Mmercenaria_contig_1991	21	28
Mmercenaria_contig_1992	433	2
Mmercenaria_contig_1993	152	41
Mmercenaria_contig_1994	43	27
Mmercenaria_contig_1995	42	13
Mmercenaria_contig_1996	1041	7
Mmercenaria_contig_1997	145	15
Mmercenaria_contig_1998	74	4
Mmercenaria_contig_1999	188	107
Mmercenaria_contig_2	291	281
Mmercenaria_contig_20	657	348
Mmercenaria_contig_200	216	108
Mmercenaria_contig_2000	33	26
Mmercenaria_contig_2001	48	34
Mmercenaria_contig_2002	826	9
Mmercenaria_contig_2003	172	5
Mmercenaria_contig_2004	446	0
Mmercenaria_contig_2005	596	1
Mmercenaria_contig_2006	142	1
Mmercenaria_contig_2007	727	430
Mmercenaria_contig_2008	96	11
Mmercenaria_contig_2009	804	3
Mmercenaria_contig_201	64	122
Mmercenaria_contig_2010	437	491
Mmercenaria_contig_2011	626	422
Mmercenaria_contig_2012	90	71
Mmercenaria_contig_2013	369	294
Mmercenaria_contig_2014	265	311
Mmercenaria_contig_2015	124	173
Mmercenaria_contig_2016	353	432
Mmercenaria_contig_2017	430	534
Mmercenaria_contig_2018	1889	1666
Mmercenaria_contig_2019	182	148
Mmercenaria_contig_202	65	180
Mmercenaria_contig_2020	494	189
Mmercenaria_contig_2021	96	90
Mmercenaria_contig_2022	289	406
Mmercenaria_contig_2023	94	109
Mmercenaria_contig_2024	252	157
Mmercenaria_contig_2025	112	90
Mmercenaria_contig_2026	71	69
Mmercenaria_contig_2027	87	77
Mmercenaria_contig_2028	415	659
Mmercenaria_contig_2029	390	211
Mmercenaria_contig_203	44	46
Mmercenaria_contig_2030	362	253
Mmercenaria_contig_2031	463	422
Mmercenaria_contig_2032	3157	2981
Mmercenaria_contig_2033	143	85
Mmercenaria_contig_2034	116	114
Mmercenaria_contig_2035	76	67
Mmercenaria_contig_2036	135	79
Mmercenaria_contig_2037	508	393
Mmercenaria_contig_2038	239	196
Mmercenaria_contig_2039	1041	287
Mmercenaria_contig_204	125	119
Mmercenaria_contig_2040	979	612
Mmercenaria_contig_2041	469	601
Mmercenaria_contig_2042	399	605
Mmercenaria_contig_2043	182	100
Mmercenaria_contig_2044	95	94
Mmercenaria_contig_2045	732	283
Mmercenaria_contig_2046	269	186
Mmercenaria_contig_2047	1566	1335
Mmercenaria_contig_2048	557	287
Mmercenaria_contig_2049	625	477
Mmercenaria_contig_205	137	53
Mmercenaria_contig_2050	120	87
Mmercenaria_contig_2051	472	321
Mmercenaria_contig_2052	163	161
Mmercenaria_contig_2053	193	183
Mmercenaria_contig_2054	392	478
Mmercenaria_contig_2055	39	40
Mmercenaria_contig_2056	589	455
Mmercenaria_contig_2057	37	24
Mmercenaria_contig_2058	75	128
Mmercenaria_contig_2059	110	89
Mmercenaria_contig_206	53	59
Mmercenaria_contig_2060	230	243
Mmercenaria_contig_2061	157	58
Mmercenaria_contig_2062	1359	548
Mmercenaria_contig_2063	450	387
Mmercenaria_contig_2064	266	224
Mmercenaria_contig_2065	167	102
Mmercenaria_contig_2066	385	506
Mmercenaria_contig_2067	45	113
Mmercenaria_contig_2068	270	249
Mmercenaria_contig_2069	2342	1506
Mmercenaria_contig_207	52	38
Mmercenaria_contig_2070	177	143
Mmercenaria_contig_2071	822	172
Mmercenaria_contig_2072	121	92
Mmercenaria_contig_2073	84	57
Mmercenaria_contig_2074	89	72
Mmercenaria_contig_2075	334	445
Mmercenaria_contig_2076	332	336
Mmercenaria_contig_2077	274	181
Mmercenaria_contig_2078	1112	820
Mmercenaria_contig_2079	542	452
Mmercenaria_contig_208	55	49
Mmercenaria_contig_2080	187	163
Mmercenaria_contig_2081	1988	460
Mmercenaria_contig_2082	120	43
Mmercenaria_contig_2083	212	135
Mmercenaria_contig_2084	2916	2663
Mmercenaria_contig_2085	753	538
Mmercenaria_contig_2086	379	301
Mmercenaria_contig_2087	398	689
Mmercenaria_contig_2088	834	1062
Mmercenaria_contig_2089	186	331
Mmercenaria_contig_209	119	64
Mmercenaria_contig_2090	209	230
Mmercenaria_contig_2091	125	147
Mmercenaria_contig_2092	310	345
Mmercenaria_contig_2093	1	274
Mmercenaria_contig_2094	183	212
Mmercenaria_contig_2095	251	220
Mmercenaria_contig_2096	206	205
Mmercenaria_contig_2097	75	38
Mmercenaria_contig_2098	739	871
Mmercenaria_contig_2099	201	218
Mmercenaria_contig_21	679	382
Mmercenaria_contig_210	322	404
Mmercenaria_contig_2100	71	113
Mmercenaria_contig_2101	443	314
Mmercenaria_contig_2102	214	249
Mmercenaria_contig_2103	8	52
Mmercenaria_contig_2104	115	70
Mmercenaria_contig_2105	155	211
Mmercenaria_contig_2106	272	272
Mmercenaria_contig_2107	246	169
Mmercenaria_contig_2108	435	556
Mmercenaria_contig_2109	161	118
Mmercenaria_contig_211	135	82
Mmercenaria_contig_2110	213	182
Mmercenaria_contig_2111	425	313
Mmercenaria_contig_2112	148	110
Mmercenaria_contig_2113	278	583
Mmercenaria_contig_2114	607	724
Mmercenaria_contig_2115	143	121
Mmercenaria_contig_2116	171	86
Mmercenaria_contig_2117	641	730
Mmercenaria_contig_2118	156	103
Mmercenaria_contig_2119	545	710
Mmercenaria_contig_212	111	94
Mmercenaria_contig_2120	604	425
Mmercenaria_contig_2121	221	274
Mmercenaria_contig_2122	107	42
Mmercenaria_contig_2123	359	181
Mmercenaria_contig_2124	246	602
Mmercenaria_contig_2125	244	312
Mmercenaria_contig_2126	301	390
Mmercenaria_contig_2127	419	417
Mmercenaria_contig_2128	145	352
Mmercenaria_contig_2129	960	679
Mmercenaria_contig_213	242	102
Mmercenaria_contig_2130	807	643
Mmercenaria_contig_2131	56	91
Mmercenaria_contig_2132	1285	878
Mmercenaria_contig_2133	84	66
Mmercenaria_contig_2134	134	191
Mmercenaria_contig_2135	1183	511
Mmercenaria_contig_2136	292	334
Mmercenaria_contig_2137	279	758
Mmercenaria_contig_2138	563	630
Mmercenaria_contig_2139	198	73
Mmercenaria_contig_214	76	104
Mmercenaria_contig_2140	7	1605
Mmercenaria_contig_2141	65	67
Mmercenaria_contig_2142	199	246
Mmercenaria_contig_2143	250	181
Mmercenaria_contig_2144	502	428
Mmercenaria_contig_2145	305	240
Mmercenaria_contig_2146	269	165
Mmercenaria_contig_2147	201	203
Mmercenaria_contig_2148	155	183
Mmercenaria_contig_2149	67	30
Mmercenaria_contig_215	126	105
Mmercenaria_contig_2150	100	159
Mmercenaria_contig_2151	1192	756
Mmercenaria_contig_2152	645	346
Mmercenaria_contig_2153	284	310
Mmercenaria_contig_2154	101	130
Mmercenaria_contig_2155	516	341
Mmercenaria_contig_2156	134	124
Mmercenaria_contig_2157	554	445
Mmercenaria_contig_2158	922	877
Mmercenaria_contig_2159	273	199
Mmercenaria_contig_216	62	29
Mmercenaria_contig_2160	484	279
Mmercenaria_contig_2161	49	41
Mmercenaria_contig_2162	431	305
Mmercenaria_contig_2163	58	74
Mmercenaria_contig_2164	250	164
Mmercenaria_contig_2165	111	156
Mmercenaria_contig_2166	109	40
Mmercenaria_contig_2167	76	69
Mmercenaria_contig_2168	485	583
Mmercenaria_contig_2169	324	312
Mmercenaria_contig_217	117	60
Mmercenaria_contig_2170	239	156
Mmercenaria_contig_2171	77	36
Mmercenaria_contig_2172	79	56
Mmercenaria_contig_2173	192	132
Mmercenaria_contig_2174	1026	816
Mmercenaria_contig_2175	128	90
Mmercenaria_contig_2176	210	153
Mmercenaria_contig_2177	1091	856
Mmercenaria_contig_2178	190	227
Mmercenaria_contig_2179	536	528
Mmercenaria_contig_218	52	62
Mmercenaria_contig_2180	232	258
Mmercenaria_contig_2181	126	163
Mmercenaria_contig_2182	70	42
Mmercenaria_contig_2183	925	873
Mmercenaria_contig_2184	988	703
Mmercenaria_contig_2185	60	69
Mmercenaria_contig_2186	448	246
Mmercenaria_contig_2187	284	233
Mmercenaria_contig_2188	1001	906
Mmercenaria_contig_2189	409	185
Mmercenaria_contig_219	89	61
Mmercenaria_contig_2190	383	258
Mmercenaria_contig_2191	231	238
Mmercenaria_contig_2192	461	348
Mmercenaria_contig_2193	1752	1523
Mmercenaria_contig_2194	835	631
Mmercenaria_contig_2195	307	193
Mmercenaria_contig_2196	635	803
Mmercenaria_contig_2197	3982	3420
Mmercenaria_contig_2198	274	164
Mmercenaria_contig_2199	213	141
Mmercenaria_contig_22	114	77
Mmercenaria_contig_220	102	36
Mmercenaria_contig_2200	235	136
Mmercenaria_contig_2201	98	83
Mmercenaria_contig_2202	220	152
Mmercenaria_contig_2203	260	239
Mmercenaria_contig_2204	1322	1231
Mmercenaria_contig_2205	240	266
Mmercenaria_contig_2206	54	58
Mmercenaria_contig_2207	83	98
Mmercenaria_contig_2208	296	217
Mmercenaria_contig_2209	2378	2003
Mmercenaria_contig_221	114	75
Mmercenaria_contig_2210	1064	659
Mmercenaria_contig_2211	45	43
Mmercenaria_contig_2212	615	382
Mmercenaria_contig_2213	517	290
Mmercenaria_contig_2214	56	61
Mmercenaria_contig_2215	676	465
Mmercenaria_contig_2216	638	441
Mmercenaria_contig_2217	104	130
Mmercenaria_contig_2218	480	600
Mmercenaria_contig_2219	923	747
Mmercenaria_contig_222	123	93
Mmercenaria_contig_2220	167	105
Mmercenaria_contig_2221	114	103
Mmercenaria_contig_2222	151	161
Mmercenaria_contig_2223	48	34
Mmercenaria_contig_2224	280	220
Mmercenaria_contig_2225	678	546
Mmercenaria_contig_2226	131	154
Mmercenaria_contig_2227	61	75
Mmercenaria_contig_2228	227	173
Mmercenaria_contig_2229	71	53
Mmercenaria_contig_223	129	88
Mmercenaria_contig_2230	568	171
Mmercenaria_contig_2231	346	269
Mmercenaria_contig_2232	245	99
Mmercenaria_contig_2233	1451	965
Mmercenaria_contig_2234	1018	563
Mmercenaria_contig_2235	110	63
Mmercenaria_contig_2236	413	379
Mmercenaria_contig_2237	1399	981
Mmercenaria_contig_2238	367	237
Mmercenaria_contig_2239	85	66
Mmercenaria_contig_224	58	36
Mmercenaria_contig_2240	84	92
Mmercenaria_contig_2241	458	422
Mmercenaria_contig_2242	605	379
Mmercenaria_contig_2243	113	51
Mmercenaria_contig_2244	104	88
Mmercenaria_contig_2245	165	106
Mmercenaria_contig_2246	528	898
Mmercenaria_contig_2247	475	201
Mmercenaria_contig_2248	137	163
Mmercenaria_contig_2249	328	250
Mmercenaria_contig_225	386	216
Mmercenaria_contig_2250	654	448
Mmercenaria_contig_2251	407	432
Mmercenaria_contig_2252	35	56
Mmercenaria_contig_2253	451	459
Mmercenaria_contig_2254	83	88
Mmercenaria_contig_2255	365	473
Mmercenaria_contig_2256	203	93
Mmercenaria_contig_2257	80	50
Mmercenaria_contig_2258	177	372
Mmercenaria_contig_2259	159	239
Mmercenaria_contig_226	220	136
Mmercenaria_contig_2260	298	234
Mmercenaria_contig_2261	410	253
Mmercenaria_contig_2262	792	767
Mmercenaria_contig_2263	248	94
Mmercenaria_contig_2264	3	852
Mmercenaria_contig_2265	977	803
Mmercenaria_contig_2266	1232	795
Mmercenaria_contig_2267	190	203
Mmercenaria_contig_2268	690	75
Mmercenaria_contig_2269	52	37
Mmercenaria_contig_227	168	145
Mmercenaria_contig_2270	40	83
Mmercenaria_contig_2271	794	526
Mmercenaria_contig_2272	757	666
Mmercenaria_contig_2273	66	66
Mmercenaria_contig_2274	803	574
Mmercenaria_contig_2275	179	147
Mmercenaria_contig_2276	170	106
Mmercenaria_contig_2277	124	184
Mmercenaria_contig_2278	106	96
Mmercenaria_contig_2279	98	103
Mmercenaria_contig_228	23	28
Mmercenaria_contig_2280	537	547
Mmercenaria_contig_2281	394	270
Mmercenaria_contig_2282	310	318
Mmercenaria_contig_2283	380	302
Mmercenaria_contig_2284	147	73
Mmercenaria_contig_2285	222	121
Mmercenaria_contig_2286	160	117
Mmercenaria_contig_2287	357	368
Mmercenaria_contig_2288	403	414
Mmercenaria_contig_2289	112	142
Mmercenaria_contig_229	81	66
Mmercenaria_contig_2290	377	290
Mmercenaria_contig_2291	242	437
Mmercenaria_contig_2292	737	328
Mmercenaria_contig_2293	840	645
Mmercenaria_contig_2294	448	302
Mmercenaria_contig_2295	104	42
Mmercenaria_contig_2296	225	167
Mmercenaria_contig_2297	156	109
