Contig	BARN	MASH
Mmercenaria_contig_4849	100	144
Mmercenaria_contig_485	231	192
Mmercenaria_contig_4850	431	163
Mmercenaria_contig_4851	99	120
Mmercenaria_contig_4852	181	146
Mmercenaria_contig_4853	157	88
Mmercenaria_contig_4854	43	31
Mmercenaria_contig_4855	113	58
Mmercenaria_contig_4856	329	382
Mmercenaria_contig_4857	310	209
Mmercenaria_contig_4858	148	107
Mmercenaria_contig_4859	161	60
Mmercenaria_contig_486	65	78
Mmercenaria_contig_4860	185	133
Mmercenaria_contig_4861	310	282
Mmercenaria_contig_4862	56	1732
Mmercenaria_contig_4863	49	59
Mmercenaria_contig_4864	509	425
Mmercenaria_contig_4865	314	414
Mmercenaria_contig_4866	517	542
Mmercenaria_contig_4867	166	165
Mmercenaria_contig_4868	224	304
Mmercenaria_contig_4869	89	105
Mmercenaria_contig_487	115	49
Mmercenaria_contig_4870	283	1141
Mmercenaria_contig_4871	177	200
Mmercenaria_contig_4872	71	135
Mmercenaria_contig_4873	138	129
Mmercenaria_contig_4874	262	125
Mmercenaria_contig_4875	141	132
Mmercenaria_contig_4876	68	82
Mmercenaria_contig_4877	95	82
Mmercenaria_contig_4878	269	263
Mmercenaria_contig_4879	521	589
Mmercenaria_contig_488	124	162
Mmercenaria_contig_4880	217	181
Mmercenaria_contig_4881	179	114
Mmercenaria_contig_4882	1461	574
Mmercenaria_contig_4883	85	36
Mmercenaria_contig_4884	194	141
Mmercenaria_contig_4885	188	136
Mmercenaria_contig_4886	155	105
Mmercenaria_contig_4887	587	746
Mmercenaria_contig_4888	46	41
Mmercenaria_contig_4889	61	24
Mmercenaria_contig_489	69	38
Mmercenaria_contig_4890	49	49
Mmercenaria_contig_4891	83	91
Mmercenaria_contig_4892	107	93
Mmercenaria_contig_4893	75	120
Mmercenaria_contig_4894	37	38
Mmercenaria_contig_4895	80	69
Mmercenaria_contig_4896	98	29
Mmercenaria_contig_4897	183	189
Mmercenaria_contig_4898	79	43
Mmercenaria_contig_4899	265	93
Mmercenaria_contig_49	55	84
Mmercenaria_contig_490	46	34
Mmercenaria_contig_4900	69	4390
Mmercenaria_contig_4901	57	67
Mmercenaria_contig_4902	263	236
Mmercenaria_contig_4903	676	573
Mmercenaria_contig_4904	651	433
Mmercenaria_contig_4905	192	102
Mmercenaria_contig_4906	91	123
Mmercenaria_contig_4907	119	102
Mmercenaria_contig_4908	381	40
Mmercenaria_contig_4909	139	65
Mmercenaria_contig_491	9	73
Mmercenaria_contig_4910	205	106
Mmercenaria_contig_4911	263	286
Mmercenaria_contig_4912	235	197
Mmercenaria_contig_4913	167	125
Mmercenaria_contig_4914	1577	826
Mmercenaria_contig_4915	298	200
Mmercenaria_contig_4916	203	107
Mmercenaria_contig_4917	66	65
Mmercenaria_contig_4918	97	80
Mmercenaria_contig_4919	229	129
Mmercenaria_contig_492	82	19
Mmercenaria_contig_4920	197	154
Mmercenaria_contig_4921	88	88
Mmercenaria_contig_4922	51	58
Mmercenaria_contig_4923	190	346
Mmercenaria_contig_4924	84	119
Mmercenaria_contig_4925	359	334
Mmercenaria_contig_4926	36	33
Mmercenaria_contig_4927	55	66
Mmercenaria_contig_4928	65	56
Mmercenaria_contig_4929	139	117
Mmercenaria_contig_493	45	32
Mmercenaria_contig_4930	103	50
Mmercenaria_contig_4931	217	214
Mmercenaria_contig_4932	42	32
Mmercenaria_contig_4933	783	680
Mmercenaria_contig_4934	117	113
Mmercenaria_contig_4935	1048	663
Mmercenaria_contig_4936	102	43
Mmercenaria_contig_4937	123	87
Mmercenaria_contig_4938	50	47
Mmercenaria_contig_4939	73	102
Mmercenaria_contig_494	153	128
Mmercenaria_contig_4940	636	623
Mmercenaria_contig_4941	254	91
Mmercenaria_contig_4942	353	164
Mmercenaria_contig_4943	407	316
Mmercenaria_contig_4944	392	292
Mmercenaria_contig_4945	348	181
Mmercenaria_contig_4946	135	144
Mmercenaria_contig_4947	283	239
Mmercenaria_contig_4948	664	217
Mmercenaria_contig_4949	41	69
Mmercenaria_contig_495	87	74
Mmercenaria_contig_4950	263	174
Mmercenaria_contig_4951	147	112
Mmercenaria_contig_4952	69	67
Mmercenaria_contig_4953	295	93
Mmercenaria_contig_4954	36	40
Mmercenaria_contig_4955	38	63
Mmercenaria_contig_4956	74	75
Mmercenaria_contig_4957	175	120
Mmercenaria_contig_4958	303	191
Mmercenaria_contig_4959	185	114
Mmercenaria_contig_496	153	118
Mmercenaria_contig_4960	159	83
Mmercenaria_contig_4961	219	131
Mmercenaria_contig_4962	323	292
Mmercenaria_contig_4963	306	148
Mmercenaria_contig_4964	483	274
Mmercenaria_contig_4965	177	107
Mmercenaria_contig_4966	66	63
Mmercenaria_contig_4967	902	643
Mmercenaria_contig_4968	101	147
Mmercenaria_contig_4969	141	159
Mmercenaria_contig_497	229	263
Mmercenaria_contig_4970	112	109
Mmercenaria_contig_4971	74	74
Mmercenaria_contig_4972	126	157
Mmercenaria_contig_4973	65	75
Mmercenaria_contig_4974	64	21
Mmercenaria_contig_4975	70	91
Mmercenaria_contig_4976	376	250
Mmercenaria_contig_4977	275	71
Mmercenaria_contig_4978	66	118
Mmercenaria_contig_4979	123	124
Mmercenaria_contig_498	77	84
Mmercenaria_contig_4980	17	35
Mmercenaria_contig_4981	507	453
Mmercenaria_contig_4982	436	523
Mmercenaria_contig_4983	79	88
Mmercenaria_contig_4984	27	34
Mmercenaria_contig_4985	148	154
Mmercenaria_contig_4986	134	134
Mmercenaria_contig_4987	39	29
Mmercenaria_contig_4988	84	75
Mmercenaria_contig_4989	50	39
Mmercenaria_contig_499	81	82
Mmercenaria_contig_4990	325	134
Mmercenaria_contig_4991	186	161
Mmercenaria_contig_4992	82	1667
Mmercenaria_contig_4993	563	320
Mmercenaria_contig_4994	74	58
Mmercenaria_contig_4995	585	409
Mmercenaria_contig_4996	1091	835
Mmercenaria_contig_4997	885	701
Mmercenaria_contig_4998	291	256
Mmercenaria_contig_4999	155	149
Mmercenaria_contig_5	146	82
Mmercenaria_contig_50	101	109
Mmercenaria_contig_500	95	75
Mmercenaria_contig_5000	101	107
Mmercenaria_contig_5001	115	72
Mmercenaria_contig_5002	84	81
Mmercenaria_contig_5003	216	153
Mmercenaria_contig_5004	201	67
Mmercenaria_contig_5005	77	77
Mmercenaria_contig_5006	224	175
Mmercenaria_contig_5007	80	1325
Mmercenaria_contig_5008	272	214
Mmercenaria_contig_5009	27	48
Mmercenaria_contig_501	92	64
Mmercenaria_contig_5010	60	61
Mmercenaria_contig_5011	439	1538
Mmercenaria_contig_5012	80	69
Mmercenaria_contig_5013	100	55
Mmercenaria_contig_5014	123	76
Mmercenaria_contig_5015	1486	2665
Mmercenaria_contig_5016	74	126
Mmercenaria_contig_5017	76	47
Mmercenaria_contig_5018	37	45
Mmercenaria_contig_5019	91	44
Mmercenaria_contig_502	75	52
Mmercenaria_contig_5020	129	84
Mmercenaria_contig_5021	80	67
Mmercenaria_contig_5022	115	129
Mmercenaria_contig_5023	167	165
Mmercenaria_contig_5024	206	304
Mmercenaria_contig_5025	110	44
Mmercenaria_contig_5026	61	34
Mmercenaria_contig_5027	435	148
Mmercenaria_contig_5028	337	138
Mmercenaria_contig_5029	112	23
Mmercenaria_contig_503	515	318
Mmercenaria_contig_5030	32	43
Mmercenaria_contig_5031	259	374
Mmercenaria_contig_5032	71	59
Mmercenaria_contig_5033	43	76
Mmercenaria_contig_5034	115	71
Mmercenaria_contig_5035	121	55
Mmercenaria_contig_5036	250	181
Mmercenaria_contig_5037	114	58
Mmercenaria_contig_5038	41	20
Mmercenaria_contig_5039	285	287
Mmercenaria_contig_504	97	77
Mmercenaria_contig_5040	82	55
Mmercenaria_contig_5041	325	265
Mmercenaria_contig_5042	69	38
Mmercenaria_contig_5043	187	131
Mmercenaria_contig_5044	49	49
Mmercenaria_contig_5045	1065	1062
Mmercenaria_contig_5046	44	29
Mmercenaria_contig_5047	152	153
Mmercenaria_contig_5048	208	159
Mmercenaria_contig_5049	141	52
Mmercenaria_contig_505	95	75
Mmercenaria_contig_5050	344	230
Mmercenaria_contig_5051	6098	5298
Mmercenaria_contig_5052	108	68
Mmercenaria_contig_5053	214	153
Mmercenaria_contig_5054	57	56
Mmercenaria_contig_5055	84	30
Mmercenaria_contig_5056	279	216
Mmercenaria_contig_5057	165	185
Mmercenaria_contig_5058	115	75
Mmercenaria_contig_5059	109	78
Mmercenaria_contig_506	57	64
Mmercenaria_contig_5060	52	67
Mmercenaria_contig_5061	179	175
Mmercenaria_contig_5062	102	80
Mmercenaria_contig_5063	66	45
Mmercenaria_contig_5064	257	682
Mmercenaria_contig_5065	62	29
Mmercenaria_contig_5066	122	62
Mmercenaria_contig_5067	68	81
Mmercenaria_contig_5068	182	123
Mmercenaria_contig_5069	67	37
Mmercenaria_contig_507	255	202
Mmercenaria_contig_5070	139	131
Mmercenaria_contig_5071	33	49
Mmercenaria_contig_5072	75	50
Mmercenaria_contig_5073	128	132
Mmercenaria_contig_5074	85	88
Mmercenaria_contig_5075	62	72
Mmercenaria_contig_5076	94	56
Mmercenaria_contig_5077	283	195
Mmercenaria_contig_5078	76	43
Mmercenaria_contig_5079	75	41
Mmercenaria_contig_508	107	74
Mmercenaria_contig_5080	112	118
Mmercenaria_contig_5081	97	8
Mmercenaria_contig_5082	154	85
Mmercenaria_contig_5083	140	115
Mmercenaria_contig_5084	116	59
Mmercenaria_contig_5085	136	80
Mmercenaria_contig_5086	228	148
Mmercenaria_contig_5087	22	48
Mmercenaria_contig_5088	108	99
Mmercenaria_contig_5089	100	207
Mmercenaria_contig_509	64	57
Mmercenaria_contig_5090	65	46
Mmercenaria_contig_5091	56	57
Mmercenaria_contig_5092	182	53
Mmercenaria_contig_5093	78	78
Mmercenaria_contig_5094	217	115
Mmercenaria_contig_5095	50	45
Mmercenaria_contig_5096	42	37
Mmercenaria_contig_5097	47	36
Mmercenaria_contig_5098	72	31
Mmercenaria_contig_5099	50	41
Mmercenaria_contig_51	342	189
Mmercenaria_contig_510	157	142
Mmercenaria_contig_5100	55	35
Mmercenaria_contig_5101	108	45
Mmercenaria_contig_5102	182	113
Mmercenaria_contig_5103	92	53
Mmercenaria_contig_5104	178	298
Mmercenaria_contig_5105	42800	66
Mmercenaria_contig_5106	412	286
Mmercenaria_contig_5107	77	77
Mmercenaria_contig_5108	101	85
Mmercenaria_contig_5109	56	51
Mmercenaria_contig_511	198	115
Mmercenaria_contig_5110	60	49
Mmercenaria_contig_5111	191	262
Mmercenaria_contig_5112	94	101
Mmercenaria_contig_5113	47	21
Mmercenaria_contig_5114	172	84
Mmercenaria_contig_5115	80	36
Mmercenaria_contig_5116	75	74
Mmercenaria_contig_5117	40	29
Mmercenaria_contig_5118	596	449
Mmercenaria_contig_5119	161	128
Mmercenaria_contig_512	58	48
Mmercenaria_contig_5120	1313	673
Mmercenaria_contig_5121	118	74
Mmercenaria_contig_5122	167	118
Mmercenaria_contig_5123	51	60
Mmercenaria_contig_5124	78	43
Mmercenaria_contig_5125	62	97
Mmercenaria_contig_5126	223	23254
Mmercenaria_contig_5127	271	160
Mmercenaria_contig_5128	95	173
Mmercenaria_contig_5129	144	78
Mmercenaria_contig_513	59	44
Mmercenaria_contig_5130	8495	6455
Mmercenaria_contig_5131	2656066	157
Mmercenaria_contig_5132	56	48
Mmercenaria_contig_5133	273	83
Mmercenaria_contig_5134	79	40
Mmercenaria_contig_5135	53	53
Mmercenaria_contig_5136	41	31
Mmercenaria_contig_5137	82	37
Mmercenaria_contig_5138	60	34
Mmercenaria_contig_5139	106	35
Mmercenaria_contig_514	118	111
Mmercenaria_contig_5140	69	57
Mmercenaria_contig_5141	49	75
Mmercenaria_contig_5142	254	133
Mmercenaria_contig_5143	52	48
Mmercenaria_contig_5144	35	57
Mmercenaria_contig_5145	74	73
Mmercenaria_contig_5146	135	146
Mmercenaria_contig_5147	265	79
Mmercenaria_contig_5148	48	50
Mmercenaria_contig_5149	186	156
Mmercenaria_contig_515	243	104
Mmercenaria_contig_5150	121	87
Mmercenaria_contig_5151	65	99
Mmercenaria_contig_5152	181	7
Mmercenaria_contig_5153	49	45
Mmercenaria_contig_5154	784	44
Mmercenaria_contig_5155	495	376
Mmercenaria_contig_5156	404	343
Mmercenaria_contig_5157	206	121
Mmercenaria_contig_5158	49	17
Mmercenaria_contig_5159	53	44
Mmercenaria_contig_516	91	61
Mmercenaria_contig_5160	40	31
Mmercenaria_contig_5161	64	79
Mmercenaria_contig_5162	59	34
Mmercenaria_contig_5163	47	7
Mmercenaria_contig_5164	7	111
Mmercenaria_contig_5165	147	163
Mmercenaria_contig_5166	582	971
Mmercenaria_contig_5167	120	116
Mmercenaria_contig_5168	97	69
Mmercenaria_contig_5169	1275	1303
Mmercenaria_contig_517	54	77
Mmercenaria_contig_5170	5315	69
Mmercenaria_contig_5171	38	53
Mmercenaria_contig_5172	253	204
Mmercenaria_contig_5173	78	50
Mmercenaria_contig_5174	132	84
Mmercenaria_contig_5175	96	36
Mmercenaria_contig_5176	53	87
Mmercenaria_contig_5177	261	198
Mmercenaria_contig_5178	848	453
Mmercenaria_contig_5179	88	62
Mmercenaria_contig_518	71	29
Mmercenaria_contig_5180	56	99
Mmercenaria_contig_5181	70	51
Mmercenaria_contig_5182	35	23
Mmercenaria_contig_5183	83	37
Mmercenaria_contig_5184	119	183
Mmercenaria_contig_5185	51	60
Mmercenaria_contig_5186	249	210
Mmercenaria_contig_5187	122	54
Mmercenaria_contig_5188	113	44
Mmercenaria_contig_5189	4715	4288
Mmercenaria_contig_519	59	61
Mmercenaria_contig_5190	65	34
Mmercenaria_contig_5191	57	58
Mmercenaria_contig_5192	56	38
Mmercenaria_contig_5193	73	61
Mmercenaria_contig_5194	87	84
Mmercenaria_contig_5195	93	132
Mmercenaria_contig_5196	80	86
Mmercenaria_contig_5197	161	48
Mmercenaria_contig_5198	148	83
Mmercenaria_contig_5199	1293	808
Mmercenaria_contig_52	273	232
Mmercenaria_contig_520	740	554
Mmercenaria_contig_5200	426	256
Mmercenaria_contig_5201	70	43
Mmercenaria_contig_5202	71	48
Mmercenaria_contig_5203	69	26
Mmercenaria_contig_5204	129	43
Mmercenaria_contig_5205	223	173
Mmercenaria_contig_5206	53	39
Mmercenaria_contig_5207	84	47
Mmercenaria_contig_5208	195	184
Mmercenaria_contig_5209	59	19
Mmercenaria_contig_521	370	182
Mmercenaria_contig_5210	95	87
Mmercenaria_contig_5211	889	616
Mmercenaria_contig_5212	66	23
Mmercenaria_contig_5213	57	28
Mmercenaria_contig_5214	683	811
Mmercenaria_contig_5215	66	87
Mmercenaria_contig_5216	22	28
Mmercenaria_contig_5217	80	31
Mmercenaria_contig_5218	148	120
Mmercenaria_contig_5219	59	49
Mmercenaria_contig_522	90	76
Mmercenaria_contig_5220	2707	1864
Mmercenaria_contig_5221	56	51
Mmercenaria_contig_5222	62	80
Mmercenaria_contig_5223	41	37
Mmercenaria_contig_5224	50	42
Mmercenaria_contig_5225	83	53
Mmercenaria_contig_5226	56	52
Mmercenaria_contig_5227	113	77
Mmercenaria_contig_5228	3227	3298
Mmercenaria_contig_5229	42	22
Mmercenaria_contig_523	131	78
Mmercenaria_contig_5230	145	100
Mmercenaria_contig_5231	64	42
Mmercenaria_contig_5232	171	110
Mmercenaria_contig_5233	381	265
Mmercenaria_contig_5234	9998	7431
Mmercenaria_contig_5235	36	20
Mmercenaria_contig_5236	73	50
Mmercenaria_contig_5237	28	72
Mmercenaria_contig_5238	148	78
Mmercenaria_contig_5239	103	20
Mmercenaria_contig_524	101	28
Mmercenaria_contig_5240	55	59
Mmercenaria_contig_5241	57	63
Mmercenaria_contig_5242	82	82
Mmercenaria_contig_5243	56	39
Mmercenaria_contig_5244	97	34
Mmercenaria_contig_5245	27	45
Mmercenaria_contig_5246	110	54
Mmercenaria_contig_5247	81	66
Mmercenaria_contig_5248	110	51
Mmercenaria_contig_5249	691	1384
Mmercenaria_contig_525	47	37
Mmercenaria_contig_5250	515	441
Mmercenaria_contig_5251	50	41
Mmercenaria_contig_5252	196	78
Mmercenaria_contig_5253	46	14
Mmercenaria_contig_5254	31	24
Mmercenaria_contig_5255	82	67
Mmercenaria_contig_5256	30	30
Mmercenaria_contig_5257	70	91
Mmercenaria_contig_5258	36	22
Mmercenaria_contig_5259	38	31
Mmercenaria_contig_526	41	53
Mmercenaria_contig_5260	142	20
Mmercenaria_contig_5261	50	64
Mmercenaria_contig_5262	49986	48311
Mmercenaria_contig_5263	67	31
Mmercenaria_contig_5264	83	29
Mmercenaria_contig_5265	37	55
Mmercenaria_contig_5266	54	28
Mmercenaria_contig_5267	23	22
Mmercenaria_contig_5268	50	62
Mmercenaria_contig_5269	76	42
Mmercenaria_contig_527	223	172
Mmercenaria_contig_5270	39	40
Mmercenaria_contig_5271	20	15
Mmercenaria_contig_5272	42	27
Mmercenaria_contig_5273	55	34
Mmercenaria_contig_5274	204	247
Mmercenaria_contig_5275	66	13
Mmercenaria_contig_5276	67	34
Mmercenaria_contig_5277	64	27
Mmercenaria_contig_5278	29	12
Mmercenaria_contig_5279	200	4
Mmercenaria_contig_528	419	221
Mmercenaria_contig_5280	150	12
Mmercenaria_contig_5281	119	0
Mmercenaria_contig_5282	139	1
Mmercenaria_contig_5283	166	0
Mmercenaria_contig_5284	58	0
Mmercenaria_contig_5285	706	584
Mmercenaria_contig_5286	393	289
Mmercenaria_contig_5287	1030	804
Mmercenaria_contig_5288	484	519
Mmercenaria_contig_5289	819	630
Mmercenaria_contig_529	60	48
Mmercenaria_contig_5290	1267	985
Mmercenaria_contig_5291	467	297
Mmercenaria_contig_5292	262	49
Mmercenaria_contig_5293	264	332
Mmercenaria_contig_5294	318	193
Mmercenaria_contig_5295	95	201
Mmercenaria_contig_5296	570	480
Mmercenaria_contig_5297	88903	666
Mmercenaria_contig_5298	1516	1203
Mmercenaria_contig_5299	501	304
Mmercenaria_contig_53	759	470
Mmercenaria_contig_530	139	84
Mmercenaria_contig_5300	442	327
Mmercenaria_contig_5301	278	151
Mmercenaria_contig_5302	2334	810
Mmercenaria_contig_5303	144	87
Mmercenaria_contig_5304	6	204
Mmercenaria_contig_5305	209	147
Mmercenaria_contig_5306	612	333
Mmercenaria_contig_5307	196	184
Mmercenaria_contig_5308	336	238
Mmercenaria_contig_5309	635	332
Mmercenaria_contig_531	144	88
Mmercenaria_contig_5310	285	283
Mmercenaria_contig_5311	250	215
Mmercenaria_contig_5312	677	393
Mmercenaria_contig_5313	813	1013
Mmercenaria_contig_5314	182	133
Mmercenaria_contig_5315	402	318
Mmercenaria_contig_5316	295	221
Mmercenaria_contig_5317	183	201
Mmercenaria_contig_5318	259	156
Mmercenaria_contig_5319	365	279
Mmercenaria_contig_532	123	72
Mmercenaria_contig_5320	241	377
Mmercenaria_contig_5321	568	463
Mmercenaria_contig_5322	259	292
Mmercenaria_contig_5323	211	150
Mmercenaria_contig_5324	1778	1237
Mmercenaria_contig_5325	490	489
Mmercenaria_contig_5326	139	171
Mmercenaria_contig_5327	200	163
Mmercenaria_contig_5328	127	113
Mmercenaria_contig_5329	1077	1176
Mmercenaria_contig_533	65	86
Mmercenaria_contig_5330	2391	1821
Mmercenaria_contig_5331	445	262
Mmercenaria_contig_5332	243	394
Mmercenaria_contig_5333	641	524
Mmercenaria_contig_5334	580	511
Mmercenaria_contig_5335	293	177
Mmercenaria_contig_5336	57	54
Mmercenaria_contig_5337	434	463
Mmercenaria_contig_5338	75	1922
Mmercenaria_contig_5339	703	907
Mmercenaria_contig_534	130	126
Mmercenaria_contig_5340	284	217
Mmercenaria_contig_5341	159	130
Mmercenaria_contig_5342	250	176
Mmercenaria_contig_5343	132	124
Mmercenaria_contig_5344	403	287
Mmercenaria_contig_5345	20	112
Mmercenaria_contig_5346	408	44461
Mmercenaria_contig_5347	712	507
Mmercenaria_contig_5348	385	147
Mmercenaria_contig_5349	221	148
Mmercenaria_contig_535	97	35
Mmercenaria_contig_5350	259	134
Mmercenaria_contig_5351	1234	1129
Mmercenaria_contig_5352	594	291
Mmercenaria_contig_5353	1443	665
Mmercenaria_contig_5354	311	255
Mmercenaria_contig_5355	165	180
Mmercenaria_contig_5356	819	430
Mmercenaria_contig_5357	1344	1004
Mmercenaria_contig_5358	102	92
Mmercenaria_contig_5359	133320	117
Mmercenaria_contig_536	78	86
Mmercenaria_contig_5360	111	96
Mmercenaria_contig_5361	268	186
Mmercenaria_contig_5362	219	232
Mmercenaria_contig_5363	1296	1006
Mmercenaria_contig_5364	208	153
Mmercenaria_contig_5365	1382	822
Mmercenaria_contig_5366	1010	10058
Mmercenaria_contig_5367	2292	2269
Mmercenaria_contig_5368	1016	1153
Mmercenaria_contig_5369	178	231
Mmercenaria_contig_537	103	124
Mmercenaria_contig_5370	242	161
Mmercenaria_contig_5371	563	418
Mmercenaria_contig_5372	3103	1628
Mmercenaria_contig_5373	381	233
Mmercenaria_contig_5374	261	163
Mmercenaria_contig_5375	1029	472
Mmercenaria_contig_5376	488	284
Mmercenaria_contig_5377	1321	884
Mmercenaria_contig_5378	456	279
Mmercenaria_contig_5379	633	355
Mmercenaria_contig_538	51	58
Mmercenaria_contig_5380	104	82
Mmercenaria_contig_5381	389	325
Mmercenaria_contig_5382	925	630
Mmercenaria_contig_5383	509	374
Mmercenaria_contig_5384	191	197
Mmercenaria_contig_5385	420	373
Mmercenaria_contig_5386	619	400
Mmercenaria_contig_5387	259	138
Mmercenaria_contig_5388	153	112
Mmercenaria_contig_5389	83	70
Mmercenaria_contig_539	101	80
Mmercenaria_contig_5390	346	318
Mmercenaria_contig_5391	422	331
Mmercenaria_contig_5392	82	53
Mmercenaria_contig_5393	367	419
Mmercenaria_contig_5394	214	244
Mmercenaria_contig_5395	197	166
Mmercenaria_contig_5396	116	64
Mmercenaria_contig_5397	288	219
Mmercenaria_contig_5398	450	604
Mmercenaria_contig_5399	502	192
Mmercenaria_contig_54	177	103
Mmercenaria_contig_540	37	40
Mmercenaria_contig_5400	1048	842
Mmercenaria_contig_5401	120	135
Mmercenaria_contig_5402	210	154
Mmercenaria_contig_5403	527	498
Mmercenaria_contig_5404	421	239
Mmercenaria_contig_5405	313	301
Mmercenaria_contig_5406	132	142
Mmercenaria_contig_5407	171	235
Mmercenaria_contig_5408	116	101
Mmercenaria_contig_5409	1874	2439
Mmercenaria_contig_541	144	50
Mmercenaria_contig_5410	367	274
Mmercenaria_contig_5411	253	61
Mmercenaria_contig_5412	189	153
Mmercenaria_contig_5413	79	90
Mmercenaria_contig_5414	309	208
Mmercenaria_contig_5415	290	324
Mmercenaria_contig_5416	204	246
Mmercenaria_contig_5417	224	191
Mmercenaria_contig_5418	197	46
Mmercenaria_contig_5419	302	184
Mmercenaria_contig_542	87	41
Mmercenaria_contig_5420	189	139
Mmercenaria_contig_5421	271	238
Mmercenaria_contig_5422	689	498
Mmercenaria_contig_5423	100	105
Mmercenaria_contig_5424	195	98
Mmercenaria_contig_5425	724	595
Mmercenaria_contig_5426	196	140
Mmercenaria_contig_5427	821	935
Mmercenaria_contig_5428	810	48090
Mmercenaria_contig_5429	2848	4598
Mmercenaria_contig_543	57	48
Mmercenaria_contig_5430	253	202
Mmercenaria_contig_5431	2424	3611
Mmercenaria_contig_5432	124	141
Mmercenaria_contig_5433	104	84
Mmercenaria_contig_5434	118	254
Mmercenaria_contig_5435	144	103
Mmercenaria_contig_5436	93	143
Mmercenaria_contig_5437	309	295
Mmercenaria_contig_5438	124	66
Mmercenaria_contig_5439	872	245
Mmercenaria_contig_544	54	35
Mmercenaria_contig_5440	114	88
Mmercenaria_contig_5441	129	20
Mmercenaria_contig_5442	310	80
Mmercenaria_contig_5443	127	127
Mmercenaria_contig_5444	294	192
Mmercenaria_contig_5445	316	244
Mmercenaria_contig_5446	164	159
Mmercenaria_contig_5447	240	163
Mmercenaria_contig_5448	28	31
Mmercenaria_contig_5449	108	92
Mmercenaria_contig_545	193	136
Mmercenaria_contig_5450	54	34
Mmercenaria_contig_5451	76	54
Mmercenaria_contig_5452	105	71
Mmercenaria_contig_5453	167	118
Mmercenaria_contig_5454	364	325
Mmercenaria_contig_5455	80	94
Mmercenaria_contig_5456	398	291
Mmercenaria_contig_5457	85	84
Mmercenaria_contig_5458	359	266
Mmercenaria_contig_5459	134	74
Mmercenaria_contig_546	220	70
Mmercenaria_contig_5460	115	57
Mmercenaria_contig_5461	280	236
Mmercenaria_contig_5462	238	194
Mmercenaria_contig_5463	26998	17290
Mmercenaria_contig_5464	491	256
Mmercenaria_contig_5465	202	153
Mmercenaria_contig_5466	96	38
Mmercenaria_contig_5467	157	56
Mmercenaria_contig_5468	168	148
Mmercenaria_contig_5469	57	40
Mmercenaria_contig_547	71	38
Mmercenaria_contig_5470	1049	836
Mmercenaria_contig_5471	328	182
Mmercenaria_contig_5472	136	65
Mmercenaria_contig_5473	73	70
Mmercenaria_contig_5474	162	119
Mmercenaria_contig_5475	625	359
Mmercenaria_contig_5476	104	91
Mmercenaria_contig_5477	50	60
Mmercenaria_contig_5478	48	70
Mmercenaria_contig_5479	204	63
Mmercenaria_contig_548	119	53
Mmercenaria_contig_5480	58	47
Mmercenaria_contig_5481	200	142
Mmercenaria_contig_5482	41	27
Mmercenaria_contig_5483	210	181
Mmercenaria_contig_5484	264	162
Mmercenaria_contig_5485	124	66
Mmercenaria_contig_5486	68	17
Mmercenaria_contig_5487	195	108
Mmercenaria_contig_5488	28	28
Mmercenaria_contig_5489	133	76
Mmercenaria_contig_549	175	147
Mmercenaria_contig_5490	102	65
Mmercenaria_contig_5491	91	42
Mmercenaria_contig_5492	62	18
Mmercenaria_contig_5493	55	14
Mmercenaria_contig_5494	51	29
Mmercenaria_contig_5495	3624	19
Mmercenaria_contig_5496	1221	13
Mmercenaria_contig_5497	980	1
Mmercenaria_contig_5498	3148	2249
Mmercenaria_contig_5499	57	72
Mmercenaria_contig_55	120	70
Mmercenaria_contig_550	35	47
Mmercenaria_contig_5500	128	241
Mmercenaria_contig_5501	135	138
Mmercenaria_contig_5502	1150	1010
Mmercenaria_contig_5503	185	221
Mmercenaria_contig_5504	665	677
Mmercenaria_contig_5505	110	119
Mmercenaria_contig_5506	558	488
Mmercenaria_contig_5507	1097	1080
Mmercenaria_contig_5508	2171	1034
Mmercenaria_contig_5509	724	482
Mmercenaria_contig_551	66	71
Mmercenaria_contig_5510	2530	1859
Mmercenaria_contig_5511	1792	1121
Mmercenaria_contig_5512	889	583
Mmercenaria_contig_5513	895	1069
Mmercenaria_contig_5514	276	219
Mmercenaria_contig_5515	1478	762
Mmercenaria_contig_5516	128	104
Mmercenaria_contig_5517	2711	1754
Mmercenaria_contig_5518	79	98
Mmercenaria_contig_5519	381	299
Mmercenaria_contig_552	39	67
Mmercenaria_contig_5520	1053	887
Mmercenaria_contig_5521	1908	1034
Mmercenaria_contig_5522	83	98
Mmercenaria_contig_5523	210	380
Mmercenaria_contig_5524	267	414
Mmercenaria_contig_5525	596	709
Mmercenaria_contig_5526	380	347
Mmercenaria_contig_5527	1497	2106
Mmercenaria_contig_5528	231	80
Mmercenaria_contig_5529	3117	2251
Mmercenaria_contig_553	56	56
Mmercenaria_contig_5530	272	278
Mmercenaria_contig_5531	902	634
Mmercenaria_contig_5532	533	431
Mmercenaria_contig_5533	622	597
Mmercenaria_contig_5534	626	482
Mmercenaria_contig_5535	470	423
Mmercenaria_contig_5536	300	321
Mmercenaria_contig_5537	156	163
Mmercenaria_contig_5538	50	104
Mmercenaria_contig_5539	755	615
Mmercenaria_contig_554	52	48
Mmercenaria_contig_5540	467	443
Mmercenaria_contig_5541	25	5258
Mmercenaria_contig_5542	175	290
Mmercenaria_contig_5543	730	596
Mmercenaria_contig_5544	1970	1346
Mmercenaria_contig_5545	559	621
