Contig	Lean 	Siscowet 
Snamaycush_5720	362	266
Snamaycush_5721	1170	827
Snamaycush_5722	2867	2946
Snamaycush_5723	32	26
Snamaycush_5724	172	161
Snamaycush_5725	89	71
Snamaycush_5726	93	78
Snamaycush_5727	73	65
Snamaycush_5728	568	502
Snamaycush_5729	662	572
Snamaycush_5730	831	745
Snamaycush_5731	1	4
Snamaycush_5732	56	49
Snamaycush_5733	4	13
Snamaycush_5734	4365	2993
Snamaycush_5735	586	475
Snamaycush_5736	11	12
Snamaycush_5737	61979	49647
Snamaycush_5738	3295	2522
Snamaycush_5739	1	1
Snamaycush_5740	691964	437810
Snamaycush_5741	6	7
Snamaycush_5742	17	19
Snamaycush_5743	35	25
Snamaycush_5744	46	24
Snamaycush_5745	5	4
Snamaycush_5746	0	1
Snamaycush_5747	23	20
Snamaycush_5748	408	403
Snamaycush_5749	1110	1064
Snamaycush_5750	149	105
Snamaycush_5751	12	7
Snamaycush_5752	1	0
Snamaycush_5753	13	6
Snamaycush_5754	11	2
Snamaycush_5755	0	0
Snamaycush_5756	120	109
Snamaycush_5757	127	131
Snamaycush_5758	153	116
Snamaycush_5759	2	1
Snamaycush_5760	196	184
Snamaycush_5761	2	2
Snamaycush_5762	447	337
Snamaycush_5763	39	45
Snamaycush_5764	16	11
Snamaycush_5765	1	0
Snamaycush_5766	92	78
Snamaycush_5767	25	15
Snamaycush_5768	2	0
Snamaycush_5769	16	11
Snamaycush_5770	72	77
Snamaycush_5771	7	14
Snamaycush_5772	47	51
Snamaycush_5773	4	10
Snamaycush_5774	36955	27971
Snamaycush_5775	16	13
Snamaycush_5776	755	612
Snamaycush_5777	63	61
Snamaycush_5778	35	33
Snamaycush_5779	24	26
Snamaycush_5780	18	15
Snamaycush_5781	117	73
Snamaycush_5782	27	27
Snamaycush_5783	10	7
Snamaycush_5784	0	2
Snamaycush_5785	5	3
Snamaycush_5786	5	7
Snamaycush_5787	217	159
Snamaycush_5788	49	44
Snamaycush_5789	171	144
Snamaycush_5790	8	10
Snamaycush_5791	14	13
Snamaycush_5792	553	456
Snamaycush_5793	27	26
Snamaycush_5794	18	18
Snamaycush_5795	23	30
Snamaycush_5796	1	6
Snamaycush_5797	56	37
Snamaycush_5798	7	3
Snamaycush_5799	1	4
Snamaycush_5800	75	46
Snamaycush_5801	105	90
Snamaycush_5802	1	0
Snamaycush_5803	120	115
Snamaycush_5804	2	2
Snamaycush_5805	948	839
Snamaycush_5806	1	2
Snamaycush_5807	1	0
Snamaycush_5808	293	255
Snamaycush_5809	49	42
Snamaycush_5810	30	25
Snamaycush_5811	110	54
Snamaycush_5812	495	441
Snamaycush_5813	19	23
Snamaycush_5814	21	24
Snamaycush_5815	536	404
Snamaycush_5816	2097	1655
Snamaycush_5817	44	53
Snamaycush_5818	207	163
Snamaycush_5819	34	16
Snamaycush_5820	35171	34482
Snamaycush_5821	37	10
Snamaycush_5822	23	26
Snamaycush_5823	114	55
Snamaycush_5824	21	21
Snamaycush_5825	32	33
Snamaycush_5826	67	86
Snamaycush_5827	194	143
Snamaycush_5828	108	89
Snamaycush_5829	989	790
Snamaycush_5830	187	163
Snamaycush_5831	367	244
Snamaycush_5832	17	9
Snamaycush_5833	110	61
Snamaycush_5834	110	80
Snamaycush_5835	4	3
Snamaycush_5836	8	8
Snamaycush_5837	5	4
Snamaycush_5838	4	6
Snamaycush_5839	37	33
Snamaycush_5840	9	7
Snamaycush_5841	87	56
Snamaycush_5842	65	68
Snamaycush_5843	34	32
Snamaycush_5844	65428	46448
Snamaycush_5845	0	3
Snamaycush_5846	8	8
Snamaycush_5847	51	99
Snamaycush_5848	10	3
Snamaycush_5849	1413	1163
Snamaycush_5850	67	44
Snamaycush_5851	957	711
Snamaycush_5852	52	48
Snamaycush_5853	5	7
Snamaycush_5854	3	0
Snamaycush_5855	26	21
Snamaycush_5856	3978	4375
Snamaycush_5857	27	21
Snamaycush_5858	178	163
Snamaycush_5859	8	1
Snamaycush_5860	36	20
Snamaycush_5861	21	8
Snamaycush_5862	1	2
Snamaycush_5863	0	0
Snamaycush_5864	37	33
Snamaycush_5865	32689	21442
Snamaycush_5866	249	221
Snamaycush_5867	142	99
Snamaycush_5868	114	66
Snamaycush_5869	3	1
Snamaycush_5870	306	235
Snamaycush_5871	29	28
Snamaycush_5872	10	4
Snamaycush_5873	13	7
Snamaycush_5874	278	183
Snamaycush_5875	3	5
Snamaycush_5876	28	23
Snamaycush_5877	28827	15190
Snamaycush_5878	11	11
Snamaycush_5879	2	5
Snamaycush_5880	40	36
Snamaycush_5881	2	3
Snamaycush_5882	27	19
Snamaycush_5883	32	28
Snamaycush_5884	54	38
Snamaycush_5885	22	6
Snamaycush_5886	22	23
Snamaycush_5887	46	50
Snamaycush_5888	117	64
Snamaycush_5889	175	115
Snamaycush_5890	50	51
Snamaycush_5891	14	10
Snamaycush_5892	30	33
Snamaycush_5893	13	6
Snamaycush_5894	1171	820
Snamaycush_5895	0	0
Snamaycush_5896	10	12
Snamaycush_5897	11	6
Snamaycush_5898	18	17
Snamaycush_5899	17	12
Snamaycush_5900	441	324
Snamaycush_5901	825	536
Snamaycush_5902	17	11
Snamaycush_5903	41	36
Snamaycush_5904	32	31
Snamaycush_5905	310	187
Snamaycush_5906	0	1
Snamaycush_5907	2	1
Snamaycush_5908	1	3
Snamaycush_5909	8	20
Snamaycush_5910	19	8
Snamaycush_5911	6	4
Snamaycush_5912	109	98
Snamaycush_5913	45	51
Snamaycush_5914	5	6
Snamaycush_5915	15	22
Snamaycush_5916	6	7
Snamaycush_5917	60	70
Snamaycush_5918	473	421
Snamaycush_5919	9	6
Snamaycush_5920	0	2
Snamaycush_5921	34	16
Snamaycush_5922	70	53
Snamaycush_5923	5	5
Snamaycush_5924	18	17
Snamaycush_5925	102	148
Snamaycush_5926	3	3
Snamaycush_5927	28	16
Snamaycush_5928	88	66
Snamaycush_5929	2	0
Snamaycush_5930	18	9
Snamaycush_5931	8	8
Snamaycush_5932	29127	24987
Snamaycush_5933	1726	1568
Snamaycush_5934	0	0
Snamaycush_5935	11	8
Snamaycush_5936	3655	3393
Snamaycush_5937	9	9
Snamaycush_5938	5	8
Snamaycush_5939	28	24
Snamaycush_5940	442	319
Snamaycush_5941	0	0
Snamaycush_5942	30079	24676
Snamaycush_5943	5676	4249
Snamaycush_5944	9	8
Snamaycush_5945	77	39
Snamaycush_5946	78	67
Snamaycush_5947	26	23
Snamaycush_5948	19	12
Snamaycush_5949	14	6
Snamaycush_5950	50	31
Snamaycush_5951	35	22
Snamaycush_5952	3	5
Snamaycush_5953	0	2
Snamaycush_5954	41	57
Snamaycush_5955	55	31
Snamaycush_5956	2	1
Snamaycush_5957	4	3
Snamaycush_5958	48	46
Snamaycush_5959	16	10
Snamaycush_5960	83	85
Snamaycush_5961	15	17
Snamaycush_5962	32	48
Snamaycush_5963	3	0
Snamaycush_5964	12	12
Snamaycush_5965	70	68
Snamaycush_5966	38	28
Snamaycush_5967	10	11
Snamaycush_5968	12	5
Snamaycush_5969	1	1
Snamaycush_5970	15	10
Snamaycush_5971	107	84
Snamaycush_5972	3	8
Snamaycush_5973	339	218
Snamaycush_5974	65	27
Snamaycush_5975	425	155
Snamaycush_5976	711	559
Snamaycush_5977	16	8
Snamaycush_5978	32	39
Snamaycush_5979	1	1
Snamaycush_5980	48	22
Snamaycush_5981	10	3
Snamaycush_5982	272	291
Snamaycush_5983	305	246
Snamaycush_5984	8	5
Snamaycush_5985	332	259
Snamaycush_5986	3	7
Snamaycush_5987	0	4
Snamaycush_5988	62	51
Snamaycush_5989	1189	1084
Snamaycush_5990	21	9
Snamaycush_5991	169	130
Snamaycush_5992	192	161
Snamaycush_5993	241	206
Snamaycush_5994	456	397
Snamaycush_5995	9	4
Snamaycush_5996	22	18
Snamaycush_5997	50	54
Snamaycush_5998	9486	5728
Snamaycush_5999	0	0
Snamaycush_6000	169	129
Snamaycush_6001	257	147
Snamaycush_6002	710	507
Snamaycush_6003	49	21
Snamaycush_6004	588	519
Snamaycush_6005	21	24
Snamaycush_6006	11	8
Snamaycush_6007	72	71
Snamaycush_6008	934	610
Snamaycush_6009	0	1
Snamaycush_6010	2545	2297
Snamaycush_6011	134	121
Snamaycush_6012	0	0
Snamaycush_6013	3	3
Snamaycush_6014	172	107
Snamaycush_6015	4	5
Snamaycush_6016	1483	1254
Snamaycush_6017	22	19
Snamaycush_6018	57	55
Snamaycush_6019	16	16
Snamaycush_6020	20	19
Snamaycush_6021	81	59
Snamaycush_6022	1923	1237
Snamaycush_6023	2574	2349
Snamaycush_6024	170	165
Snamaycush_6025	1402	1630
Snamaycush_6026	18	16
Snamaycush_6027	23	18
Snamaycush_6028	4	8
Snamaycush_6029	686	577
Snamaycush_6030	432	834
Snamaycush_6031	13	8
Snamaycush_6032	13	18
Snamaycush_6033	3	4
Snamaycush_6034	5	9
Snamaycush_6035	6	6
Snamaycush_6036	1032	816
Snamaycush_6037	4103	2983
Snamaycush_6038	75	52
Snamaycush_6039	1	1
Snamaycush_6040	10	11
Snamaycush_6041	315	377
Snamaycush_6042	20	18
Snamaycush_6043	105	112
Snamaycush_6044	2365	2378
Snamaycush_6045	3	8
Snamaycush_6046	1	17
Snamaycush_6047	32	19
Snamaycush_6048	1227	1169
Snamaycush_6049	2	0
Snamaycush_6050	1157	693
Snamaycush_6051	10	7
Snamaycush_6052	657	447
Snamaycush_6053	7	17
Snamaycush_6054	2	5
Snamaycush_6055	8	7
Snamaycush_6056	14	15
Snamaycush_6057	123793	74757
Snamaycush_6058	1	3
Snamaycush_6059	16	27
Snamaycush_6060	2191	2613
Snamaycush_6061	11	13
Snamaycush_6062	16	15
Snamaycush_6063	42	26
Snamaycush_6064	3	3
Snamaycush_6065	2	4
Snamaycush_6066	20	13
Snamaycush_6067	5	0
Snamaycush_6068	2	4
Snamaycush_6069	768	539
Snamaycush_6070	787	719
Snamaycush_6071	18	31
Snamaycush_6072	65	40
Snamaycush_6073	4	7
Snamaycush_6074	2	1
Snamaycush_6075	7	7
Snamaycush_6076	95	87
Snamaycush_6077	2672	2240
Snamaycush_6078	14	9
Snamaycush_6079	33	26
Snamaycush_6080	9	1
Snamaycush_6081	11	8
Snamaycush_6082	21	20
Snamaycush_6083	5108	4221
Snamaycush_6084	0	0
Snamaycush_6085	12	11
Snamaycush_6086	89	70
Snamaycush_6087	14	17
Snamaycush_6088	12713	13450
Snamaycush_6089	7	5
Snamaycush_6090	2	1
Snamaycush_6091	0	0
Snamaycush_6092	157	128
Snamaycush_6093	16	12
Snamaycush_6094	3	0
Snamaycush_6095	20	27
Snamaycush_6096	84	64
Snamaycush_6097	69	65
Snamaycush_6098	87	66
Snamaycush_6099	82	96
Snamaycush_6100	193	134
Snamaycush_6101	34	26
Snamaycush_6102	5	2
Snamaycush_6103	36	16
Snamaycush_6104	15	13
Snamaycush_6105	20	17
Snamaycush_6106	13	9
Snamaycush_6107	0	1
Snamaycush_6108	73	51
Snamaycush_6109	0	0
Snamaycush_6110	5	5
Snamaycush_6111	55	44
Snamaycush_6112	47	36
Snamaycush_6113	8	2
Snamaycush_6114	148	95
Snamaycush_6115	10	7
Snamaycush_6116	318	236
Snamaycush_6117	5	4
Snamaycush_6118	2	1
Snamaycush_6119	87	77
Snamaycush_6120	1	0
Snamaycush_6121	1615	1573
Snamaycush_6122	0	1
Snamaycush_6123	27	14
Snamaycush_6124	10	17
Snamaycush_6125	27	28
Snamaycush_6126	3	4
Snamaycush_6127	488	469
Snamaycush_6128	64	36
Snamaycush_6129	70	50
Snamaycush_6130	36	28
Snamaycush_6131	15	24
Snamaycush_6132	166	132
Snamaycush_6133	1821	1222
Snamaycush_6134	3	3
Snamaycush_6135	17	24
Snamaycush_6136	6	5
Snamaycush_6137	11	8
Snamaycush_6138	1	0
Snamaycush_6139	2	1
Snamaycush_6140	13	6
Snamaycush_6141	280	298
Snamaycush_6142	498	433
Snamaycush_6143	2	0
Snamaycush_6144	5	3
Snamaycush_6145	35	34
Snamaycush_6146	168	107
Snamaycush_6147	1	1
Snamaycush_6148	30	21
Snamaycush_6149	16	20
Snamaycush_6150	0	0
Snamaycush_6151	2	2
Snamaycush_6152	18	30
Snamaycush_6153	33	92
Snamaycush_6154	22	16
Snamaycush_6155	133	101
Snamaycush_6156	1	2
Snamaycush_6157	145	97
Snamaycush_6158	3	2
Snamaycush_6159	26	73
Snamaycush_6160	45	33
Snamaycush_6161	12	10
Snamaycush_6162	1	1
Snamaycush_6163	1	5
Snamaycush_6164	4	6
Snamaycush_6165	1216	1358
Snamaycush_6166	2	4
Snamaycush_6167	1	1
Snamaycush_6168	70	32
Snamaycush_6169	17	15
Snamaycush_6170	4	5
Snamaycush_6171	31	21
Snamaycush_6172	59	57
Snamaycush_6173	9	14
Snamaycush_6174	8	5
Snamaycush_6175	510	389
Snamaycush_6176	1174	765
Snamaycush_6177	10	9
Snamaycush_6178	2	2
Snamaycush_6179	1	1
Snamaycush_6180	144	89
Snamaycush_6181	36	45
Snamaycush_6182	66	74
Snamaycush_6183	904	981
Snamaycush_6184	18	15
Snamaycush_6185	14	7
Snamaycush_6186	13	4
Snamaycush_6187	100	92
Snamaycush_6188	14	19
Snamaycush_6189	11	8
Snamaycush_6190	4	4
Snamaycush_6191	45	44
Snamaycush_6192	4	3
Snamaycush_6193	1	4
Snamaycush_6194	204	168
Snamaycush_6195	19	22
Snamaycush_6196	14	9
Snamaycush_6197	54	34
Snamaycush_6198	12	9
Snamaycush_6199	74	71
Snamaycush_6200	7	7
Snamaycush_6201	0	1
Snamaycush_6202	1	1
Snamaycush_6203	30	28
Snamaycush_6204	76	65
Snamaycush_6205	43	53
Snamaycush_6206	23	10
Snamaycush_6207	317	269
Snamaycush_6208	30	17
Snamaycush_6209	154	139
Snamaycush_6210	157	144
Snamaycush_6211	544	459
Snamaycush_6212	35	37
Snamaycush_6213	35	25
Snamaycush_6214	178	155
Snamaycush_6215	220	170
Snamaycush_6216	0	1
Snamaycush_6217	96	76
Snamaycush_6218	22	10
Snamaycush_6219	1	0
Snamaycush_6220	12	14
Snamaycush_6221	60	90
Snamaycush_6222	1	2
Snamaycush_6223	49	38
Snamaycush_6224	4416	3628
Snamaycush_6225	47	33
Snamaycush_6226	4	3
Snamaycush_6227	15	12
Snamaycush_6228	3700	3158
Snamaycush_6229	2	2
Snamaycush_6230	12	13
Snamaycush_6231	106	57
Snamaycush_6232	7	1
Snamaycush_6233	951	610
Snamaycush_6234	1	2
Snamaycush_6235	28	25
Snamaycush_6236	10	9
Snamaycush_6237	24	22
Snamaycush_6238	121	76
Snamaycush_6239	200	151
Snamaycush_6240	11	8
Snamaycush_6241	340	222
Snamaycush_6242	24	34
Snamaycush_6243	9	6
Snamaycush_6244	14	11
Snamaycush_6245	20	21
Snamaycush_6246	77	57
Snamaycush_6247	2	8
Snamaycush_6248	77	60
Snamaycush_6249	112	115
Snamaycush_6250	1437	1122
Snamaycush_6251	1	1
Snamaycush_6252	10	13
Snamaycush_6253	191	171
Snamaycush_6254	3	0
Snamaycush_6255	26	22
Snamaycush_6256	5	1
Snamaycush_6257	108	103
Snamaycush_6258	800	809
Snamaycush_6259	167	105
Snamaycush_6260	486	261
Snamaycush_6261	0	1
Snamaycush_6262	4	8
Snamaycush_6263	365	308
Snamaycush_6264	13	7
Snamaycush_6265	1	0
Snamaycush_6266	2	2
Snamaycush_6267	1155	473
Snamaycush_6268	13	11
Snamaycush_6269	35	29
Snamaycush_6270	8	5
Snamaycush_6271	8	8
Snamaycush_6272	8	5
Snamaycush_6273	211	106
Snamaycush_6274	1	1
Snamaycush_6275	17	11
Snamaycush_6276	73	74
Snamaycush_6277	0	1
Snamaycush_6278	10964	9470
Snamaycush_6279	0	1
Snamaycush_6280	2	3
Snamaycush_6281	358	297
Snamaycush_6282	30	34
Snamaycush_6283	604	513
Snamaycush_6284	2	2
Snamaycush_6285	71	53
Snamaycush_6286	47	32
Snamaycush_6287	43	37
Snamaycush_6288	74	72
Snamaycush_6289	29	16
Snamaycush_6290	16	9
Snamaycush_6291	62	63
Snamaycush_6292	37	20
Snamaycush_6293	28	36
Snamaycush_6294	4	3
Snamaycush_6295	168	71
Snamaycush_6296	9	17
Snamaycush_6297	8	5
Snamaycush_6298	130	101
Snamaycush_6299	28	18
Snamaycush_6300	12	12
Snamaycush_6301	20	9
Snamaycush_6302	36	36
Snamaycush_6303	2795	2120
Snamaycush_6304	517	475
Snamaycush_6305	20	15
Snamaycush_6306	0	2
Snamaycush_6307	53	28
Snamaycush_6308	0	0
Snamaycush_6309	18	18
Snamaycush_6310	17	11
Snamaycush_6311	33	29
Snamaycush_6312	981	682
Snamaycush_6313	3	0
Snamaycush_6314	13	9
Snamaycush_6315	1	1
Snamaycush_6316	8	7
Snamaycush_6317	91	61
Snamaycush_6318	201	138
Snamaycush_6319	23	17
Snamaycush_6320	16	21
Snamaycush_6321	159	137
Snamaycush_6322	5	1
Snamaycush_6323	80	78
Snamaycush_6324	10	17
Snamaycush_6325	42	34
Snamaycush_6326	6	7
Snamaycush_6327	174	154
Snamaycush_6328	16	10
Snamaycush_6329	168	153
Snamaycush_6330	275	255
Snamaycush_6331	349	310
Snamaycush_6332	2	0
Snamaycush_6333	28	30
Snamaycush_6334	18	22
Snamaycush_6335	12	16
Snamaycush_6336	6514	4069
Snamaycush_6337	74	46
Snamaycush_6338	46	23
Snamaycush_6339	110	118
Snamaycush_6340	6	13
Snamaycush_6341	7	11
Snamaycush_6342	51	30
Snamaycush_6343	2201	1624
Snamaycush_6344	86	110
Snamaycush_6345	30	14
Snamaycush_6346	9	19
Snamaycush_6347	45	34
Snamaycush_6348	9	5
Snamaycush_6349	0	0
Snamaycush_6350	40	38
Snamaycush_6351	6	4
Snamaycush_6352	76	57
Snamaycush_6353	14	5
Snamaycush_6354	5	2
Snamaycush_6355	6	2
Snamaycush_6356	18	16
Snamaycush_6357	3	2
Snamaycush_6358	2	2
Snamaycush_6359	77	60
Snamaycush_6360	1031	1100
Snamaycush_6361	170	114
Snamaycush_6362	2	3
Snamaycush_6363	92	69
Snamaycush_6364	654	369
Snamaycush_6365	8	8
Snamaycush_6366	7	1
Snamaycush_6367	2	3
Snamaycush_6368	2	1
Snamaycush_6369	48	31
Snamaycush_6370	13	18
Snamaycush_6371	1	1
Snamaycush_6372	7	11
Snamaycush_6373	108	108
Snamaycush_6374	45	44
Snamaycush_6375	35	42
Snamaycush_6376	4	7
Snamaycush_6377	2	1
Snamaycush_6378	24	15
Snamaycush_6379	3	4
Snamaycush_6380	23	31
Snamaycush_6381	2	0
Snamaycush_6382	790	390
Snamaycush_6383	13	29
Snamaycush_6384	53	27
Snamaycush_6385	331	282
Snamaycush_6386	16	25
Snamaycush_6387	0	0
Snamaycush_6388	3	1
Snamaycush_6389	816	643
Snamaycush_6390	2	2
Snamaycush_6391	3	3
Snamaycush_6392	259	183
Snamaycush_6393	9	8
Snamaycush_6394	71	52
Snamaycush_6395	100	87
Snamaycush_6396	1	0
Snamaycush_6397	3	7
Snamaycush_6398	3	1
Snamaycush_6399	11	10
Snamaycush_6400	8	7
Snamaycush_6401	13	9
Snamaycush_6402	163	81
Snamaycush_6403	54	59
Snamaycush_6404	49	24
Snamaycush_6405	41	27
Snamaycush_6406	98	70
Snamaycush_6407	0	1
Snamaycush_6408	4	2
Snamaycush_6409	139	122
Snamaycush_6410	49	52
Snamaycush_6411	58	53
Snamaycush_6412	3	0
Snamaycush_6413	135	120
Snamaycush_6414	126	87
Snamaycush_6415	0	0
Snamaycush_6416	1	5
Snamaycush_6417	15	14
Snamaycush_6418	886	759
Snamaycush_6419	58	78
Snamaycush_6420	3	6
Snamaycush_6421	0	0
Snamaycush_6422	58	44
Snamaycush_6423	2	8
Snamaycush_6424	325	161
Snamaycush_6425	3	0
Snamaycush_6426	113	76
Snamaycush_6427	211	163
Snamaycush_6428	2957	2225
Snamaycush_6429	60	38
Snamaycush_6430	4	3
Snamaycush_6431	7	7
Snamaycush_6432	137	129
Snamaycush_6433	0	0
Snamaycush_6434	175	195
Snamaycush_6435	198	169
Snamaycush_6436	0	1
Snamaycush_6437	47	41
Snamaycush_6438	18	13
Snamaycush_6439	10	5
Snamaycush_6440	5	1
Snamaycush_6441	8	6
Snamaycush_6442	28	40
Snamaycush_6443	10	15
Snamaycush_6444	9	6
Snamaycush_6445	12	7
Snamaycush_6446	564	483
Snamaycush_6447	117	70
Snamaycush_6448	12	17
Snamaycush_6449	21	28
Snamaycush_6450	1	0
Snamaycush_6451	89	60
Snamaycush_6452	1	3
Snamaycush_6453	5090	3668
Snamaycush_6454	7	6
Snamaycush_6455	18	11
Snamaycush_6456	31	12
Snamaycush_6457	78	83
Snamaycush_6458	16	19
Snamaycush_6459	9	3
Snamaycush_6460	0	1
Snamaycush_6461	21	16
Snamaycush_6462	4	5
Snamaycush_6463	1	5
Snamaycush_6464	0	1
Snamaycush_6465	8	7
Snamaycush_6466	33	22
Snamaycush_6467	47	54
Snamaycush_6468	36	25
Snamaycush_6469	8	3
Snamaycush_6470	2	0
Snamaycush_6471	5	2
Snamaycush_6472	0	2
Snamaycush_6473	8	9
Snamaycush_6474	1	3
Snamaycush_6475	20	17
Snamaycush_6476	146	109
Snamaycush_6477	17	10
Snamaycush_6478	13	12
Snamaycush_6479	1	1
Snamaycush_6480	15	2
Snamaycush_6481	2159	1966
Snamaycush_6482	169	138
Snamaycush_6483	2350	1941
Snamaycush_6484	221	161
Snamaycush_6485	11	13
Snamaycush_6486	80	62
Snamaycush_6487	18	15
Snamaycush_6488	38	25
Snamaycush_6489	35	26
Snamaycush_6490	50	36
Snamaycush_6491	10	12
Snamaycush_6492	10	5
Snamaycush_6493	9	14
Snamaycush_6494	8	10
Snamaycush_6495	69	38
Snamaycush_6496	1	6
Snamaycush_6497	113	85
Snamaycush_6498	1149	837
Snamaycush_6499	19	27
Snamaycush_6500	86	68
Snamaycush_6501	1	0
Snamaycush_6502	12834	8544
Snamaycush_6503	76	65
Snamaycush_6504	114	55
Snamaycush_6505	1337	737
Snamaycush_6506	58	23
Snamaycush_6507	433	285
Snamaycush_6508	1	1
Snamaycush_6509	18	10
Snamaycush_6510	9	10
Snamaycush_6511	30	31
Snamaycush_6512	106	74
Snamaycush_6513	6	2
Snamaycush_6514	188	149
Snamaycush_6515	37	38
Snamaycush_6516	1	0
Snamaycush_6517	2	2
Snamaycush_6518	33	20
Snamaycush_6519	13241	9377
Snamaycush_6520	30	15
Snamaycush_6521	3	2
Snamaycush_6522	3	0
Snamaycush_6523	192	159
Snamaycush_6524	23	19
Snamaycush_6525	12	11
Snamaycush_6526	355	212
Snamaycush_6527	16	15
Snamaycush_6528	0	1
Snamaycush_6529	257	201
Snamaycush_6530	519	299
Snamaycush_6531	4	5
Snamaycush_6532	69	57
Snamaycush_6533	1	0
Snamaycush_6534	4	5
Snamaycush_6535	9	8
Snamaycush_6536	2	2
Snamaycush_6537	7	4
Snamaycush_6538	38	42
Snamaycush_6539	5291	4533
Snamaycush_6540	27	18
Snamaycush_6541	26	28
Snamaycush_6542	117	90
Snamaycush_6543	40	47
Snamaycush_6544	10	3
Snamaycush_6545	2	4
Snamaycush_6546	180	158
Snamaycush_6547	1831	2151
Snamaycush_6548	1	0
Snamaycush_6549	1	1
Snamaycush_6550	1544	1270
Snamaycush_6551	1	3
Snamaycush_6552	16	14
Snamaycush_6553	13	21
Snamaycush_6554	43	65
Snamaycush_6555	18	13
Snamaycush_6556	11	6
Snamaycush_6557	206	178
Snamaycush_6558	25	15
Snamaycush_6559	11	16
Snamaycush_6560	238	213
Snamaycush_6561	0	0
Snamaycush_6562	2	2
Snamaycush_6563	44	60
Snamaycush_6564	8	11
Snamaycush_6565	150	121
Snamaycush_6566	44	27
Snamaycush_6567	0	1
Snamaycush_6568	202	215
Snamaycush_6569	16	6
Snamaycush_6570	933	1012
Snamaycush_6571	20	21
Snamaycush_6572	173	177
Snamaycush_6573	3	1
Snamaycush_6574	18	9
Snamaycush_6575	614	637
Snamaycush_6576	454	364
Snamaycush_6577	63	41
Snamaycush_6578	28	22
Snamaycush_6579	176	97
Snamaycush_6580	81	94
Snamaycush_6581	3	5
Snamaycush_6582	13	28
Snamaycush_6583	71	40
Snamaycush_6584	2	0
Snamaycush_6585	49	40
Snamaycush_6586	63	57
Snamaycush_6587	5	1
Snamaycush_6588	8	9
Snamaycush_6589	10373	6740
Snamaycush_6590	23	12
Snamaycush_6591	37	38
Snamaycush_6592	0	0
Snamaycush_6593	15	10
Snamaycush_6594	3	1
Snamaycush_6595	75	89
Snamaycush_6596	7	9
Snamaycush_6597	22	19
Snamaycush_6598	8	16
Snamaycush_6599	66	57
Snamaycush_6600	40	34
Snamaycush_6601	20	19
Snamaycush_6602	1	2
Snamaycush_6603	4	3
Snamaycush_6604	19	40
Snamaycush_6605	3	7
Snamaycush_6606	15	13
Snamaycush_6607	25	20
Snamaycush_6608	61	76
Snamaycush_6609	2	2
Snamaycush_6610	20	18
Snamaycush_6611	1217	709
Snamaycush_6612	21	17
Snamaycush_6613	85	63
Snamaycush_6614	14	9
Snamaycush_6615	156	106
Snamaycush_6616	10	11
Snamaycush_6617	458	416
Snamaycush_6618	2049	1798
Snamaycush_6619	1	0
Snamaycush_6620	20	10
Snamaycush_6621	3	6
Snamaycush_6622	275	296
Snamaycush_6623	477	441
Snamaycush_6624	65	47
Snamaycush_6625	15	10
Snamaycush_6626	1999	1553
Snamaycush_6627	6	4
Snamaycush_6628	0	0
Snamaycush_6629	9	3
Snamaycush_6630	1	1
Snamaycush_6631	72	82
Snamaycush_6632	18	20
Snamaycush_6633	9	9
Snamaycush_6634	3293	2522
Snamaycush_6635	145	99
Snamaycush_6636	61	27
Snamaycush_6637	14	12
Snamaycush_6638	7	6
Snamaycush_6639	512	460
Snamaycush_6640	25	15
Snamaycush_6641	14	11
Snamaycush_6642	5	4
Snamaycush_6643	91	65
Snamaycush_6644	45	35
Snamaycush_6645	14	7
Snamaycush_6646	1	2
Snamaycush_6647	72	73
Snamaycush_6648	8	11
Snamaycush_6649	1	0
Snamaycush_6650	2	2
Snamaycush_6651	3	7
Snamaycush_6652	1	1
Snamaycush_6653	3	3
Snamaycush_6654	14	5
Snamaycush_6655	40	26
Snamaycush_6656	15	17
Snamaycush_6657	218	211
Snamaycush_6658	2034	2453
Snamaycush_6659	1	3
Snamaycush_6660	11	8
Snamaycush_6661	20	11
Snamaycush_6662	296	219
Snamaycush_6663	23	23
Snamaycush_6664	11	13
Snamaycush_6665	43	44
Snamaycush_6666	10	50
Snamaycush_6667	657	433
Snamaycush_6668	113	51
Snamaycush_6669	6	4
Snamaycush_6670	0	0
Snamaycush_6671	4	1
Snamaycush_6672	126	83
Snamaycush_6673	17	19
Snamaycush_6674	62	49
Snamaycush_6675	2	0
Snamaycush_6676	25	10
Snamaycush_6677	343	252
Snamaycush_6678	1	0
Snamaycush_6679	3	2
Snamaycush_6680	35	28
Snamaycush_6681	378	408
Snamaycush_6682	5	7
Snamaycush_6683	0	0
Snamaycush_6684	19	8
Snamaycush_6685	895	685
Snamaycush_6686	0	0
Snamaycush_6687	10	4
Snamaycush_6688	84	73
Snamaycush_6689	8848	7277
Snamaycush_6690	565	442
Snamaycush_6691	34	34
Snamaycush_6692	22	15
Snamaycush_6693	10	22
Snamaycush_6694	32	29
Snamaycush_6695	47	35
Snamaycush_6696	5	2
Snamaycush_6697	34	33
Snamaycush_6698	16	26
Snamaycush_6699	276	266
Snamaycush_6700	71	33
Snamaycush_6701	67	46
Snamaycush_6702	1752	930
Snamaycush_6703	59	32
Snamaycush_6704	918	585
Snamaycush_6705	21	17
Snamaycush_6706	28	17
Snamaycush_6707	32	27
Snamaycush_6708	11	10
