Contig	Lean 	Siscowet 
Snamaycush_4726	186	147
Snamaycush_4727	9	7
Snamaycush_4728	5	5
Snamaycush_4729	1	7
Snamaycush_4730	30	23
Snamaycush_4731	12	8
Snamaycush_4732	15	14
Snamaycush_4733	28	37
Snamaycush_4734	1	0
Snamaycush_4735	10	13
Snamaycush_4736	0	1
Snamaycush_4737	305	199
Snamaycush_4738	343	241
Snamaycush_4739	55	68
Snamaycush_4740	4	7
Snamaycush_4741	95	67
Snamaycush_4742	29	21
Snamaycush_4743	1	5
Snamaycush_4744	0	1
Snamaycush_4745	14	9
Snamaycush_4746	31	22
Snamaycush_4747	253	205
Snamaycush_4748	95	73
Snamaycush_4749	13	11
Snamaycush_4750	9	10
Snamaycush_4751	38	28
Snamaycush_4752	108	93
Snamaycush_4753	103	101
Snamaycush_4754	16	13
Snamaycush_4755	19	10
Snamaycush_4756	917	678
Snamaycush_4757	3	3
Snamaycush_4758	64	68
Snamaycush_4759	6	10
Snamaycush_4760	44	27
Snamaycush_4761	1	1
Snamaycush_4762	0	11
Snamaycush_4763	83	70
Snamaycush_4764	131	118
Snamaycush_4765	13	80
Snamaycush_4766	274	244
Snamaycush_4767	1	1
Snamaycush_4768	64	35
Snamaycush_4769	42	34
Snamaycush_4770	2662	3220
Snamaycush_4771	163	135
Snamaycush_4772	83	85
Snamaycush_4773	25	12
Snamaycush_4774	0	0
Snamaycush_4775	7	3
Snamaycush_4776	773	594
Snamaycush_4777	19789	17067
Snamaycush_4778	27	360
Snamaycush_4779	12	4
Snamaycush_4780	38	31
Snamaycush_4781	0	1
Snamaycush_4782	2973	1777
Snamaycush_4783	103	104
Snamaycush_4784	106	83
Snamaycush_4785	91	63
Snamaycush_4786	11	6
Snamaycush_4787	56	58
Snamaycush_4788	11	9
Snamaycush_4789	16	5
Snamaycush_4790	12	14
Snamaycush_4791	1495	1468
Snamaycush_4792	20	26
Snamaycush_4793	819	648
Snamaycush_4794	8	4
Snamaycush_4795	408	324
Snamaycush_4796	178	99
Snamaycush_4797	9	9
Snamaycush_4798	11	8
Snamaycush_4799	454	344
Snamaycush_4800	36	47
Snamaycush_4801	43	45
Snamaycush_4802	9	7
Snamaycush_4803	4	0
Snamaycush_4804	29	10
Snamaycush_4805	131	130
Snamaycush_4806	0	0
Snamaycush_4807	1	0
Snamaycush_4808	19	6
Snamaycush_4809	5	5
Snamaycush_4810	2	6
Snamaycush_4811	220	143
Snamaycush_4812	14	9
Snamaycush_4813	70	39
Snamaycush_4814	413	316
Snamaycush_4815	12	8
Snamaycush_4816	21	23
Snamaycush_4817	32	40
Snamaycush_4818	5	2
Snamaycush_4819	253	176
Snamaycush_4820	158	107
Snamaycush_4821	76	48
Snamaycush_4822	39	27
Snamaycush_4823	289	145
Snamaycush_4824	94	64
Snamaycush_4825	4	5
Snamaycush_4826	12	5
Snamaycush_4827	7	7
Snamaycush_4828	736	682
Snamaycush_4829	14	11
Snamaycush_4830	484	334
Snamaycush_4831	94	66
Snamaycush_4832	54	46
Snamaycush_4833	6	6
Snamaycush_4834	1	0
Snamaycush_4835	1	3
Snamaycush_4836	74240	82021
Snamaycush_4837	5	12
Snamaycush_4838	134	123
Snamaycush_4839	726	646
Snamaycush_4840	694	620
Snamaycush_4841	2	1
Snamaycush_4842	87	60
Snamaycush_4843	10	10
Snamaycush_4844	15	27
Snamaycush_4845	1	0
Snamaycush_4846	983	931
Snamaycush_4847	1	2
Snamaycush_4848	25	28
Snamaycush_4849	56	63
Snamaycush_4850	37	41
Snamaycush_4851	2	4
Snamaycush_4852	572	529
Snamaycush_4853	212	90
Snamaycush_4854	12	7
Snamaycush_4855	1	6
Snamaycush_4856	2	3
Snamaycush_4857	72	57
Snamaycush_4858	1	0
Snamaycush_4859	1	1
Snamaycush_4860	1	5
Snamaycush_4861	4	2
Snamaycush_4862	107	87
Snamaycush_4863	17	25
Snamaycush_4864	103	87
Snamaycush_4865	5	7
Snamaycush_4866	0	1
Snamaycush_4867	558	589
Snamaycush_4868	88	50
Snamaycush_4869	1	3
Snamaycush_4870	7	5
Snamaycush_4871	103	56
Snamaycush_4872	25	24
Snamaycush_4873	39	45
Snamaycush_4874	0	2
Snamaycush_4875	3	2
Snamaycush_4876	362	234
Snamaycush_4877	7	11
Snamaycush_4878	39	35
Snamaycush_4879	47	32
Snamaycush_4880	183	122
Snamaycush_4881	358	171
Snamaycush_4882	8	5
Snamaycush_4883	114	87
Snamaycush_4884	11	9
Snamaycush_4885	77	64
Snamaycush_4886	218	176
Snamaycush_4887	25	34
Snamaycush_4888	49	31
Snamaycush_4889	1	1
Snamaycush_4890	4	3
Snamaycush_4891	15	14
Snamaycush_4892	49	55
Snamaycush_4893	0	1
Snamaycush_4894	1238	809
Snamaycush_4895	41	37
Snamaycush_4896	29	12
Snamaycush_4897	10	7
Snamaycush_4898	913	707
Snamaycush_4899	27	22
Snamaycush_4900	8	6
Snamaycush_4901	258	250
Snamaycush_4902	14	18
Snamaycush_4903	2587	2646
Snamaycush_4904	723	649
Snamaycush_4905	47	36
Snamaycush_4906	0	0
Snamaycush_4907	145	123
Snamaycush_4908	105	46
Snamaycush_4909	209	149
Snamaycush_4910	220	181
Snamaycush_4911	199	126
Snamaycush_4912	103	74
Snamaycush_4913	43	34
Snamaycush_4914	27	29
Snamaycush_4915	1	3
Snamaycush_4916	294	219
Snamaycush_4917	377	318
Snamaycush_4918	15	11
Snamaycush_4919	467	383
Snamaycush_4920	23	31
Snamaycush_4921	38	38
Snamaycush_4922	6	2
Snamaycush_4923	44	28
Snamaycush_4924	0	0
Snamaycush_4925	13	10
Snamaycush_4926	1	2
Snamaycush_4927	108	76
Snamaycush_4928	48	57
Snamaycush_4929	6	5
Snamaycush_4930	3	1
Snamaycush_4931	3	1
Snamaycush_4932	59	84
Snamaycush_4933	0	0
Snamaycush_4934	53	40
Snamaycush_4935	22	30
Snamaycush_4936	175	123
Snamaycush_4937	156	136
Snamaycush_4938	803	510
Snamaycush_4939	122	121
Snamaycush_4940	26	16
Snamaycush_4941	4	5
Snamaycush_4942	26	55
Snamaycush_4943	0	0
Snamaycush_4944	26	30
Snamaycush_4945	141	154
Snamaycush_4946	4	2
Snamaycush_4947	0	4
Snamaycush_4948	235	224
Snamaycush_4949	9	4
Snamaycush_4950	43	56
Snamaycush_4951	3	3
Snamaycush_4952	10	12
Snamaycush_4953	21	19
Snamaycush_4954	121	106
Snamaycush_4955	4	9
Snamaycush_4956	123	104
Snamaycush_4957	118	120
Snamaycush_4958	5	5
Snamaycush_4959	16	6
Snamaycush_4960	212	192
Snamaycush_4961	69	47
Snamaycush_4962	156	93
Snamaycush_4963	209	178
Snamaycush_4964	91	74
Snamaycush_4965	4	2
Snamaycush_4966	505	366
Snamaycush_4967	2	2
Snamaycush_4968	7	3
Snamaycush_4969	59677	40580
Snamaycush_4970	19	15
Snamaycush_4971	444	306
Snamaycush_4972	52	30
Snamaycush_4973	7	8
Snamaycush_4974	15	15
Snamaycush_4975	140	97
Snamaycush_4976	4	4
Snamaycush_4977	47	27
Snamaycush_4978	26	16
Snamaycush_4979	243	227
Snamaycush_4980	206	149
Snamaycush_4981	7	5
Snamaycush_4982	237	195
Snamaycush_4983	31	23
Snamaycush_4984	23	17
Snamaycush_4985	65	29
Snamaycush_4986	3130	2169
Snamaycush_4987	6	6
Snamaycush_4988	92	89
Snamaycush_4989	34	30
Snamaycush_4990	1	2
Snamaycush_4991	314	241
Snamaycush_4992	33	32
Snamaycush_4993	3	5
Snamaycush_4994	19	14
Snamaycush_4995	65	33
Snamaycush_4996	1	0
Snamaycush_4997	11	8
Snamaycush_4998	4	1
Snamaycush_4999	69	79
Snamaycush_5000	41	43
Snamaycush_5001	761	479
Snamaycush_5002	2	1
Snamaycush_5003	88	69
Snamaycush_5004	8	0
Snamaycush_5005	9	14
Snamaycush_5006	2	11
Snamaycush_5007	17	16
Snamaycush_5008	82	59
Snamaycush_5009	11	2
Snamaycush_5010	2	0
Snamaycush_5011	412	282
Snamaycush_5012	41	38
Snamaycush_5013	749	651
Snamaycush_5014	7	6
Snamaycush_5015	64	55
Snamaycush_5016	106	89
Snamaycush_5017	50	32
Snamaycush_5018	8	3
Snamaycush_5019	375	380
Snamaycush_5020	205	161
Snamaycush_5021	59	45
Snamaycush_5022	0	0
Snamaycush_5023	31	17
Snamaycush_5024	21	21
Snamaycush_5025	606	468
Snamaycush_5026	6	6
Snamaycush_5027	343	311
Snamaycush_5028	3	2
Snamaycush_5029	86	71
Snamaycush_5030	87	82
Snamaycush_5031	21	13
Snamaycush_5032	5	1
Snamaycush_5033	52	37
Snamaycush_5034	15	11
Snamaycush_5035	7	3
Snamaycush_5036	9	19
Snamaycush_5037	162	127
Snamaycush_5038	19	21
Snamaycush_5039	101	103
Snamaycush_5040	9	4
Snamaycush_5041	275	173
Snamaycush_5042	13	15
Snamaycush_5043	8	9
Snamaycush_5044	116	122
Snamaycush_5045	164	129
Snamaycush_5046	568	522
Snamaycush_5047	49	21
Snamaycush_5048	56	43
Snamaycush_5049	144	96
Snamaycush_5050	2	1
Snamaycush_5051	37	29
Snamaycush_5052	58	39
Snamaycush_5053	5	6
Snamaycush_5054	843	685
Snamaycush_5055	2	4
Snamaycush_5056	32	25
Snamaycush_5057	130	96
Snamaycush_5058	8	16
Snamaycush_5059	25	25
Snamaycush_5060	71	45
Snamaycush_5061	36	27
Snamaycush_5062	28	23
Snamaycush_5063	24	18
Snamaycush_5064	12	12
Snamaycush_5065	50	42
Snamaycush_5066	31	14
Snamaycush_5067	26	14
Snamaycush_5068	66	57
Snamaycush_5069	3	2
Snamaycush_5070	14	10
Snamaycush_5071	111	96
Snamaycush_5072	183	208
Snamaycush_5073	232	248
Snamaycush_5074	14405	12392
Snamaycush_5075	29	26
Snamaycush_5076	102	79
Snamaycush_5077	1	3
Snamaycush_5078	2	2
Snamaycush_5079	67	56
Snamaycush_5080	376	341
Snamaycush_5081	21	18
Snamaycush_5082	50	35
Snamaycush_5083	107	78
Snamaycush_5084	39	26
Snamaycush_5085	116	87
Snamaycush_5086	4	3
Snamaycush_5087	13	12
Snamaycush_5088	128	130
Snamaycush_5089	28	21
Snamaycush_5090	10	7
Snamaycush_5091	270	223
Snamaycush_5092	632	434
Snamaycush_5093	2	5
Snamaycush_5094	446	306
Snamaycush_5095	1	1
Snamaycush_5096	47	23
Snamaycush_5097	37	45
Snamaycush_5098	96	66
Snamaycush_5099	32	16
Snamaycush_5100	50	81
Snamaycush_5101	8	12
Snamaycush_5102	25	28
Snamaycush_5103	465	247
Snamaycush_5104	42	46
Snamaycush_5105	23	17
Snamaycush_5106	157	111
Snamaycush_5107	5	10
Snamaycush_5108	4	6
Snamaycush_5109	7	8
Snamaycush_5110	4	2
Snamaycush_5111	147	149
Snamaycush_5112	10	18
Snamaycush_5113	227	195
Snamaycush_5114	4	4
Snamaycush_5115	118	96
Snamaycush_5116	56	41
Snamaycush_5117	3	3
Snamaycush_5118	15	9
Snamaycush_5119	541	366
Snamaycush_5120	0	2
Snamaycush_5121	3	0
Snamaycush_5122	429	285
Snamaycush_5123	12	10
Snamaycush_5124	22	17
Snamaycush_5125	13	15
Snamaycush_5126	3	1
Snamaycush_5127	6	5
Snamaycush_5128	21	33
Snamaycush_5129	0	2
Snamaycush_5130	5	5
Snamaycush_5131	129	75
Snamaycush_5132	17	20
Snamaycush_5133	20	7
Snamaycush_5134	229	218
Snamaycush_5135	196	98
Snamaycush_5136	11	13
Snamaycush_5137	345	257
Snamaycush_5138	190	203
Snamaycush_5139	43	16
Snamaycush_5140	179	186
Snamaycush_5141	4	14
Snamaycush_5142	54	47
Snamaycush_5143	73	87
Snamaycush_5144	6	15
Snamaycush_5145	186	160
Snamaycush_5146	176	124
Snamaycush_5147	11	15
Snamaycush_5148	3	5
Snamaycush_5149	5	5
Snamaycush_5150	44	34
Snamaycush_5151	6	1
Snamaycush_5152	1059	902
Snamaycush_5153	31	20
Snamaycush_5154	7	7
Snamaycush_5155	2	0
Snamaycush_5156	30	25
Snamaycush_5157	0	1
Snamaycush_5158	497	362
Snamaycush_5159	22	15
Snamaycush_5160	1258	1194
Snamaycush_5161	19	13
Snamaycush_5162	154	129
Snamaycush_5163	26	21
Snamaycush_5164	37	38
Snamaycush_5165	16	7
Snamaycush_5166	0	0
Snamaycush_5167	1	1
Snamaycush_5168	256	209
Snamaycush_5169	17	22
Snamaycush_5170	38	37
Snamaycush_5171	148	86
Snamaycush_5172	370	404
Snamaycush_5173	3	1
Snamaycush_5174	7	6
Snamaycush_5175	19	20
Snamaycush_5176	7	10
Snamaycush_5177	10	6
Snamaycush_5178	3	3
Snamaycush_5179	252	149
Snamaycush_5180	105	66
Snamaycush_5181	20	21
Snamaycush_5182	75	43
Snamaycush_5183	3	4
Snamaycush_5184	48	49
Snamaycush_5185	1	2
Snamaycush_5186	27	25
Snamaycush_5187	11	5
Snamaycush_5188	20	10
Snamaycush_5189	176	162
Snamaycush_5190	2823	2524
Snamaycush_5191	195	196
Snamaycush_5192	7	2
Snamaycush_5193	41	40
Snamaycush_5194	7	8
Snamaycush_5195	779	1074
Snamaycush_5196	11	13
Snamaycush_5197	9	13
Snamaycush_5198	17	18
Snamaycush_5199	1	1
Snamaycush_5200	1	1
Snamaycush_5201	42	35
Snamaycush_5202	262	253
Snamaycush_5203	7	6
Snamaycush_5204	27	14
Snamaycush_5205	539	430
Snamaycush_5206	94	56
Snamaycush_5207	77	49
Snamaycush_5208	18	6
Snamaycush_5209	6	7
Snamaycush_5210	102	93
Snamaycush_5211	4	1
Snamaycush_5212	44	18
Snamaycush_5213	12	9
Snamaycush_5214	2	4
Snamaycush_5215	7	15
Snamaycush_5216	3	1
Snamaycush_5217	11	6
Snamaycush_5218	2	7
Snamaycush_5219	130	125
Snamaycush_5220	62	54
Snamaycush_5221	63	50
Snamaycush_5222	149	123
Snamaycush_5223	313	221
Snamaycush_5224	1	4
Snamaycush_5225	9	7
Snamaycush_5226	64	47
Snamaycush_5227	157	118
Snamaycush_5228	3	2
Snamaycush_5229	89	53
Snamaycush_5230	18	12
Snamaycush_5231	23	29
Snamaycush_5232	194	86
Snamaycush_5233	40	42
Snamaycush_5234	333	327
Snamaycush_5235	35	17
Snamaycush_5236	408	293
Snamaycush_5237	2104	1834
Snamaycush_5238	524	495
Snamaycush_5239	21	30
Snamaycush_5240	170	71
Snamaycush_5241	60	25
Snamaycush_5242	2840	1864
Snamaycush_5243	171	117
Snamaycush_5244	0	0
Snamaycush_5245	12	7
Snamaycush_5246	121	52
Snamaycush_5247	27	13
Snamaycush_5248	32	20
Snamaycush_5249	11	19
Snamaycush_5250	12	3
Snamaycush_5251	314	242
Snamaycush_5252	87	84
Snamaycush_5253	39407	21061
Snamaycush_5254	373	357
Snamaycush_5255	63	54
Snamaycush_5256	22	24
Snamaycush_5257	30	21
Snamaycush_5258	32	22
Snamaycush_5259	88	62
Snamaycush_5260	38	34
Snamaycush_5261	617	493
Snamaycush_5262	28	29
Snamaycush_5263	220	205
Snamaycush_5264	17	10
Snamaycush_5265	11354	7792
Snamaycush_5266	4	0
Snamaycush_5267	31	18
Snamaycush_5268	7	4
Snamaycush_5269	3	1
Snamaycush_5270	115	137
Snamaycush_5271	73	64
Snamaycush_5272	16	17
Snamaycush_5273	433	303
Snamaycush_5274	344	427
Snamaycush_5275	0	2
Snamaycush_5276	16	16
Snamaycush_5277	9	3
Snamaycush_5278	1	6
Snamaycush_5279	75	58
Snamaycush_5280	7	18
Snamaycush_5281	114	85
Snamaycush_5282	452	375
Snamaycush_5283	8	9
Snamaycush_5284	10	17
Snamaycush_5285	63	54
Snamaycush_5286	72	68
Snamaycush_5287	294	237
Snamaycush_5288	37	37
Snamaycush_5289	36	29
Snamaycush_5290	24	28
Snamaycush_5291	75	58
Snamaycush_5292	116	112
Snamaycush_5293	5	4
Snamaycush_5294	151	142
Snamaycush_5295	3	4
Snamaycush_5296	445	422
Snamaycush_5297	22	22
Snamaycush_5298	110	71
Snamaycush_5299	3	2
Snamaycush_5300	3	3
Snamaycush_5301	35	18
Snamaycush_5302	7	4
Snamaycush_5303	114	88
Snamaycush_5304	42	41
Snamaycush_5305	44	32
Snamaycush_5306	1	0
Snamaycush_5307	44	44
Snamaycush_5308	28	24
Snamaycush_5309	3	5
Snamaycush_5310	74	52
Snamaycush_5311	165	134
Snamaycush_5312	23	16
Snamaycush_5313	78	63
Snamaycush_5314	1	0
Snamaycush_5315	0	0
Snamaycush_5316	178	126
Snamaycush_5317	0	0
Snamaycush_5318	11	5
Snamaycush_5319	14	8
Snamaycush_5320	5	7
Snamaycush_5321	6	14
Snamaycush_5322	29	17
Snamaycush_5323	0	0
Snamaycush_5324	2	6
Snamaycush_5325	126	82
Snamaycush_5326	3	3
Snamaycush_5327	4	1
Snamaycush_5328	11	2
Snamaycush_5329	47	38
Snamaycush_5330	2	0
Snamaycush_5331	6	8
Snamaycush_5332	9	8
Snamaycush_5333	47	70
Snamaycush_5334	3	7
Snamaycush_5335	5	1
Snamaycush_5336	29	9
Snamaycush_5337	21	18
Snamaycush_5338	6	4
Snamaycush_5339	4	3
Snamaycush_5340	10	10
Snamaycush_5341	81	49
Snamaycush_5342	7	6
Snamaycush_5343	0	0
Snamaycush_5344	1	2
Snamaycush_5345	13	10
Snamaycush_5346	1	3
Snamaycush_5347	1	2
Snamaycush_5348	2	12
Snamaycush_5349	4	6
Snamaycush_5350	21	15
Snamaycush_5351	28	30
Snamaycush_5352	1	3
Snamaycush_5353	9	2
Snamaycush_5354	10	13
Snamaycush_5355	21	9
Snamaycush_5356	179	152
Snamaycush_5357	1	2
Snamaycush_5358	27	17
Snamaycush_5359	1	2
Snamaycush_5360	5	3
Snamaycush_5361	12	15
Snamaycush_5362	449	322
Snamaycush_5363	2	1
Snamaycush_5364	5	3
Snamaycush_5365	314	204
Snamaycush_5366	1	2
Snamaycush_5367	8	15
Snamaycush_5368	3	3
Snamaycush_5369	42	20
Snamaycush_5370	2	0
Snamaycush_5371	4	1
Snamaycush_5372	11	6
Snamaycush_5373	275	250
Snamaycush_5374	32	19
Snamaycush_5375	39	32
Snamaycush_5376	13	14
Snamaycush_5377	8	9
Snamaycush_5378	10	13
Snamaycush_5379	13	8
Snamaycush_5380	22	15
Snamaycush_5381	29	27
Snamaycush_5382	4	2
Snamaycush_5383	14	6
Snamaycush_5384	39	40
Snamaycush_5385	81	66
Snamaycush_5386	156	87
Snamaycush_5387	98	62
Snamaycush_5388	0	0
Snamaycush_5389	46	34
Snamaycush_5390	0	1
Snamaycush_5391	4	2
Snamaycush_5392	9	7
Snamaycush_5393	0	0
Snamaycush_5394	11	11
Snamaycush_5395	11	6
Snamaycush_5396	8	4
Snamaycush_5397	1	0
Snamaycush_5398	15	15
Snamaycush_5399	62	46
Snamaycush_5400	3	1
Snamaycush_5401	19	19
Snamaycush_5402	23	15
Snamaycush_5403	37	30
Snamaycush_5404	34	23
Snamaycush_5405	76	51
Snamaycush_5406	7	5
Snamaycush_5407	1	2
Snamaycush_5408	45	47
Snamaycush_5409	18	11
Snamaycush_5410	0	1
Snamaycush_5411	23	17
Snamaycush_5412	0	0
Snamaycush_5413	9	3
Snamaycush_5414	18	27
Snamaycush_5415	39	33
Snamaycush_5416	2	0
Snamaycush_5417	13	11
Snamaycush_5418	69	34
Snamaycush_5419	3	2
Snamaycush_5420	35	31
Snamaycush_5421	9	8
Snamaycush_5422	3	3
Snamaycush_5423	295	267
Snamaycush_5424	22	9
Snamaycush_5425	38	34
Snamaycush_5426	129	126
Snamaycush_5427	53	45
Snamaycush_5428	15	24
Snamaycush_5429	5	5
Snamaycush_5430	10	13
Snamaycush_5431	129	90
Snamaycush_5432	0	0
Snamaycush_5433	91	74
Snamaycush_5434	0	0
Snamaycush_5435	24	28
Snamaycush_5436	30	24
Snamaycush_5437	2	0
Snamaycush_5438	98	91
Snamaycush_5439	12	15
Snamaycush_5440	2	5
Snamaycush_5441	2	0
Snamaycush_5442	2	1
Snamaycush_5443	452	312
Snamaycush_5444	6	2
Snamaycush_5445	8	10
Snamaycush_5446	0	4
Snamaycush_5447	0	1
Snamaycush_5448	7	7
Snamaycush_5449	14	15
Snamaycush_5450	1	0
Snamaycush_5451	76	58
Snamaycush_5452	10	3
Snamaycush_5453	3	2
Snamaycush_5454	12	9
Snamaycush_5455	36	24
Snamaycush_5456	20	10
Snamaycush_5457	3	4
Snamaycush_5458	46	51
Snamaycush_5459	25	30
Snamaycush_5460	20	14
Snamaycush_5461	46	33
Snamaycush_5462	1	4
Snamaycush_5463	17	13
Snamaycush_5464	0	1
Snamaycush_5465	7	5
Snamaycush_5466	67	69
Snamaycush_5467	12	6
Snamaycush_5468	34	30
Snamaycush_5469	14	14
Snamaycush_5470	0	1
Snamaycush_5471	15	17
Snamaycush_5472	4	91
Snamaycush_5473	16	27
Snamaycush_5474	17	21
Snamaycush_5475	523	441
Snamaycush_5476	117	81
Snamaycush_5477	185	133
Snamaycush_5478	9	7
Snamaycush_5479	4	2
Snamaycush_5480	6	20
Snamaycush_5481	17	16
Snamaycush_5482	5	0
Snamaycush_5483	8	9
Snamaycush_5484	13	11
Snamaycush_5485	85	50
Snamaycush_5486	13	7
Snamaycush_5487	8	4
Snamaycush_5488	5	3
Snamaycush_5489	10	15
Snamaycush_5490	69	36
Snamaycush_5491	135	84
Snamaycush_5492	0	0
Snamaycush_5493	14	15
Snamaycush_5494	0	3
Snamaycush_5495	9	9
Snamaycush_5496	19	11
Snamaycush_5497	3	2
Snamaycush_5498	8	13
Snamaycush_5499	53	62
Snamaycush_5500	46	37
Snamaycush_5501	13	19
Snamaycush_5502	6	6
Snamaycush_5503	9	9
Snamaycush_5504	4	2
Snamaycush_5505	34	36
Snamaycush_5506	92	67
Snamaycush_5507	6816	6899
Snamaycush_5508	5	1
Snamaycush_5509	107	67
Snamaycush_5510	2	1
Snamaycush_5511	933	871
Snamaycush_5512	3	3
Snamaycush_5513	42	23
Snamaycush_5514	30	41
Snamaycush_5515	8	11
Snamaycush_5516	9	15
Snamaycush_5517	1	5
Snamaycush_5518	1	0
Snamaycush_5519	29	27
Snamaycush_5520	1	4
Snamaycush_5521	21	12
Snamaycush_5522	56	39
Snamaycush_5523	33	29
Snamaycush_5524	3	1
Snamaycush_5525	8	4
Snamaycush_5526	136	53
Snamaycush_5527	0	1
Snamaycush_5528	2	0
Snamaycush_5529	4	8
Snamaycush_5530	132	115
Snamaycush_5531	134	84
Snamaycush_5532	1	0
Snamaycush_5533	65	54
Snamaycush_5534	6	6
Snamaycush_5535	0	0
Snamaycush_5536	5	1
Snamaycush_5537	66	42
Snamaycush_5538	4	5
Snamaycush_5539	3	2
Snamaycush_5540	7	0
Snamaycush_5541	7	1
Snamaycush_5542	7	3
Snamaycush_5543	1	0
Snamaycush_5544	292	330
Snamaycush_5545	0	3
Snamaycush_5546	9	5
Snamaycush_5547	185	143
Snamaycush_5548	122	71
Snamaycush_5549	2	10
Snamaycush_5550	7	17
Snamaycush_5551	124	100
Snamaycush_5552	13	8
Snamaycush_5553	43	33
Snamaycush_5554	1226	1056
Snamaycush_5555	11	8
Snamaycush_5556	12	24
Snamaycush_5557	114	69
Snamaycush_5558	13	4
Snamaycush_5559	19	14
Snamaycush_5560	1	2
Snamaycush_5561	14	11
Snamaycush_5562	20	11
Snamaycush_5563	8	3
Snamaycush_5564	184	193
Snamaycush_5565	721	476
Snamaycush_5566	1	3
Snamaycush_5567	23	24
Snamaycush_5568	1438	1211
Snamaycush_5569	7	4
Snamaycush_5570	22	29
Snamaycush_5571	43	32
Snamaycush_5572	0	0
Snamaycush_5573	91905	74615
Snamaycush_5574	83	70
Snamaycush_5575	194	179
Snamaycush_5576	40	31
Snamaycush_5577	5	1
Snamaycush_5578	16	12
Snamaycush_5579	139	74
Snamaycush_5580	203	161
Snamaycush_5581	27	19
Snamaycush_5582	54	39
Snamaycush_5583	6	6
Snamaycush_5584	2	4
Snamaycush_5585	0	1
Snamaycush_5586	38	28
Snamaycush_5587	10	9
Snamaycush_5588	572	488
Snamaycush_5589	4	2
Snamaycush_5590	2	2
Snamaycush_5591	35	34
Snamaycush_5592	67	71
Snamaycush_5593	342	346
Snamaycush_5594	20	24
Snamaycush_5595	82	60
Snamaycush_5596	17	14
Snamaycush_5597	67	42
Snamaycush_5598	14	9
Snamaycush_5599	34	22
Snamaycush_5600	132	86
Snamaycush_5601	420	313
Snamaycush_5602	3	0
Snamaycush_5603	73553	46051
Snamaycush_5604	22	19
Snamaycush_5605	25	14
Snamaycush_5606	15	11
Snamaycush_5607	19	24
Snamaycush_5608	762	598
Snamaycush_5609	5	5
Snamaycush_5610	8	10
Snamaycush_5611	64	48
Snamaycush_5612	1346	1365
Snamaycush_5613	719	562
Snamaycush_5614	3	7
Snamaycush_5615	93	38
Snamaycush_5616	2687	3259
Snamaycush_5617	637	488
Snamaycush_5618	34	16
Snamaycush_5619	131	102
Snamaycush_5620	101	87
Snamaycush_5621	77	55
Snamaycush_5622	677	497
Snamaycush_5623	37	23
Snamaycush_5624	34	34
Snamaycush_5625	7376	5814
Snamaycush_5626	2	3
Snamaycush_5627	761	289
Snamaycush_5628	46	50
Snamaycush_5629	16	17
Snamaycush_5630	110	73
Snamaycush_5631	65	49
Snamaycush_5632	51	48
Snamaycush_5633	5	4
Snamaycush_5634	4	2
Snamaycush_5635	104	72
Snamaycush_5636	262	188
Snamaycush_5637	79	59
Snamaycush_5638	31	28
Snamaycush_5639	3	4
Snamaycush_5640	17	16
Snamaycush_5641	22	19
Snamaycush_5642	30	20
Snamaycush_5643	2	1
Snamaycush_5644	186	123
Snamaycush_5645	84	65
Snamaycush_5646	1	3
Snamaycush_5647	30	21
Snamaycush_5648	1	1
Snamaycush_5649	56	58
Snamaycush_5650	17	22
Snamaycush_5651	4	6
Snamaycush_5652	11	3
Snamaycush_5653	52	43
Snamaycush_5654	2	0
Snamaycush_5655	13	10
Snamaycush_5656	5	6
Snamaycush_5657	0	1
Snamaycush_5658	127	99
Snamaycush_5659	2	3
Snamaycush_5660	19	9
Snamaycush_5661	0	0
Snamaycush_5662	677465	489062
Snamaycush_5663	11682	11862
Snamaycush_5664	2	1
Snamaycush_5665	0	1
Snamaycush_5666	1159	1199
Snamaycush_5667	37	33
Snamaycush_5668	10	15
Snamaycush_5669	3987	3668
Snamaycush_5670	41	44
Snamaycush_5671	12	12
Snamaycush_5672	0	1
Snamaycush_5673	318337	220990
Snamaycush_5674	6	7
Snamaycush_5675	0	0
Snamaycush_5676	32	28
Snamaycush_5677	194	126
Snamaycush_5678	29	25
Snamaycush_5679	36	22
Snamaycush_5680	2117	1706
Snamaycush_5681	11	11
Snamaycush_5682	23	25
Snamaycush_5683	756	664
Snamaycush_5684	0	0
Snamaycush_5685	162	148
Snamaycush_5686	16	19
Snamaycush_5687	128	90
Snamaycush_5688	47	46
Snamaycush_5689	10	9
Snamaycush_5690	4	2
Snamaycush_5691	36	28
Snamaycush_5692	19	22
Snamaycush_5693	98	113
Snamaycush_5694	833	1024
Snamaycush_5695	7	13
Snamaycush_5696	23	16
Snamaycush_5697	2829	2310
Snamaycush_5698	49	50
Snamaycush_5699	8	8
Snamaycush_5700	52	32
Snamaycush_5701	26	23
Snamaycush_5702	8	5
Snamaycush_5703	1	0
Snamaycush_5704	3	1
Snamaycush_5705	321	231
Snamaycush_5706	110	56
Snamaycush_5707	43	33
Snamaycush_5708	4	4
Snamaycush_5709	13	4
Snamaycush_5710	3936	2656
Snamaycush_5711	42	35
Snamaycush_5712	6	7
Snamaycush_5713	88	78
Snamaycush_5714	0	0
Snamaycush_5715	3	5
Snamaycush_5716	485	651
Snamaycush_5717	2	3
Snamaycush_5718	18	11
Snamaycush_5719	22	11
