Contig	FOUR	THOUS
ruditapes2_c1236	175	57
ruditapes2_c1237	404	389
ruditapes2_c1238	12	51
ruditapes2_c1239	445	1055
ruditapes2_c124	6	0
ruditapes2_c1240	593	291
ruditapes2_c1241	16	12
ruditapes2_c1242	1	0
ruditapes2_c1243	0	6
ruditapes2_c1244	1	0
ruditapes2_c1245	13	12
ruditapes2_c1246	23	20
ruditapes2_c1247	7	0
ruditapes2_c1248	450	432
ruditapes2_c1249	0	3
ruditapes2_c125	0	0
ruditapes2_c1250	400	113
ruditapes2_c1251	324	349
ruditapes2_c1252	22	11
ruditapes2_c1253	0	0
ruditapes2_c1254	2	0
ruditapes2_c1255	32	10
ruditapes2_c1256	0	17
ruditapes2_c1257	26	37
ruditapes2_c1258	176	160
ruditapes2_c1259	288	200
ruditapes2_c126	152	24
ruditapes2_c1260	74	7
ruditapes2_c1261	3	2
ruditapes2_c1262	0	1
ruditapes2_c1263	259	69
ruditapes2_c1264	1303	1420
ruditapes2_c1265	251	294
ruditapes2_c1266	14	19
ruditapes2_c1267	0	0
ruditapes2_c1268	385	109
ruditapes2_c1269	58	569
ruditapes2_c127	27	44
ruditapes2_c1270	133	79
ruditapes2_c1271	412	426
ruditapes2_c1272	21	33
ruditapes2_c1273	227	126
ruditapes2_c1274	16	8
ruditapes2_c1275	466	416
ruditapes2_c1276	231	152
ruditapes2_c1277	401	150
ruditapes2_c1278	17	9
ruditapes2_c1279	15071	4514
ruditapes2_c128	811	269
ruditapes2_c1280	343	242
ruditapes2_c1281	7	12
ruditapes2_c1282	7	4
ruditapes2_c1283	4701	2961
ruditapes2_c1284	24	9
ruditapes2_c1285	217	275
ruditapes2_c1286	125	45
ruditapes2_c1287	73	32
ruditapes2_c1288	478	490
ruditapes2_c1289	39	100
ruditapes2_c129	183	204
ruditapes2_c1290	746	329
ruditapes2_c1291	20	22
ruditapes2_c1292	201	145
ruditapes2_c1293	78	51
ruditapes2_c1294	14	13
ruditapes2_c1295	916	345
ruditapes2_c1296	25	8
ruditapes2_c1297	10	3
ruditapes2_c1298	173	155
ruditapes2_c1299	97	151
ruditapes2_c13	1074	735
ruditapes2_c130	121	76
ruditapes2_c1300	94	57
ruditapes2_c1301	133	73
ruditapes2_c1302	0	0
ruditapes2_c1303	151	246
ruditapes2_c1304	54	54
ruditapes2_c1305	0	0
ruditapes2_c1306	6	20
ruditapes2_c1307	524	352
ruditapes2_c1308	1390	922
ruditapes2_c1309	80	42
ruditapes2_c131	279	154
ruditapes2_c1310	60	41
ruditapes2_c1311	6	0
ruditapes2_c1312	0	5
ruditapes2_c1313	496	246
ruditapes2_c1314	47	96
ruditapes2_c1315	84	43
ruditapes2_c1316	14	5
ruditapes2_c1317	350	212
ruditapes2_c1318	50	24
ruditapes2_c1319	410	268
ruditapes2_c132	50	57
ruditapes2_c1320	4	0
ruditapes2_c1321	5	1
ruditapes2_c1322	2	0
ruditapes2_c1323	33	94
ruditapes2_c1324	549	587
ruditapes2_c1325	1325	1900
ruditapes2_c1326	1	0
ruditapes2_c1327	57	36
ruditapes2_c1328	584	331
ruditapes2_c1329	1906	1885
ruditapes2_c133	246	158
ruditapes2_c1330	111	98
ruditapes2_c1331	12	3
ruditapes2_c1332	922	513
ruditapes2_c1333	124	88
ruditapes2_c1334	176	104
ruditapes2_c1335	16	50
ruditapes2_c1336	5	1
ruditapes2_c1337	76	84
ruditapes2_c1338	300	128
ruditapes2_c1339	3	0
ruditapes2_c134	265	266
ruditapes2_c1340	542	1602
ruditapes2_c1341	64	6
ruditapes2_c1342	61	46
ruditapes2_c1343	5	4
ruditapes2_c1344	261	182
ruditapes2_c1345	89	154
ruditapes2_c1346	89	77
ruditapes2_c1347	152	553
ruditapes2_c1348	78	85
ruditapes2_c1349	1	0
ruditapes2_c135	0	0
ruditapes2_c1350	56	72
ruditapes2_c1351	290	146
ruditapes2_c1352	81	47
ruditapes2_c1353	0	0
ruditapes2_c1354	1410	382
ruditapes2_c1355	204	114
ruditapes2_c1356	420	831
ruditapes2_c1357	6	2
ruditapes2_c1358	4	15
ruditapes2_c1359	442	387
ruditapes2_c136	52	40
ruditapes2_c1360	79	68
ruditapes2_c1361	94	116
ruditapes2_c1362	1657	636
ruditapes2_c1363	28	15
ruditapes2_c1364	575	533
ruditapes2_c1365	317	161
ruditapes2_c1366	2	0
ruditapes2_c1367	57	34
ruditapes2_c1368	3140	3250
ruditapes2_c1369	0	0
ruditapes2_c137	554	570
ruditapes2_c1370	857	453
ruditapes2_c1371	267	251
ruditapes2_c1372	137	84
ruditapes2_c1373	659	931
ruditapes2_c1374	0	0
ruditapes2_c1375	54	21
ruditapes2_c1376	216	211
ruditapes2_c1377	104	65
ruditapes2_c1378	0	0
ruditapes2_c1379	0	0
ruditapes2_c138	531	404
ruditapes2_c1380	72	79
ruditapes2_c1381	158	69
ruditapes2_c1382	0	16
ruditapes2_c1383	57	4
ruditapes2_c1384	0	0
ruditapes2_c1385	369	451
ruditapes2_c1386	22	11
ruditapes2_c1387	5	5
ruditapes2_c1388	5	11
ruditapes2_c1389	1	0
ruditapes2_c139	77	19
ruditapes2_c1390	7	18
ruditapes2_c1391	1388	1141
ruditapes2_c1392	253	140
ruditapes2_c1393	103	85
ruditapes2_c1394	19	145
ruditapes2_c1395	235	114
ruditapes2_c1396	1	0
ruditapes2_c1397	0	0
ruditapes2_c1398	23	17
ruditapes2_c1399	261	109
ruditapes2_c14	0	0
ruditapes2_c140	337	166
ruditapes2_c1400	24	22
ruditapes2_c1401	12	20
ruditapes2_c1402	3	0
ruditapes2_c1403	0	0
ruditapes2_c1404	9245	4252
ruditapes2_c1405	0	0
ruditapes2_c1406	7	13
ruditapes2_c1407	154	68
ruditapes2_c1408	8	15
ruditapes2_c1409	225	117
ruditapes2_c141	69	44
ruditapes2_c1410	207	77
ruditapes2_c1411	384	310
ruditapes2_c1412	20	5
ruditapes2_c1413	219	93
ruditapes2_c1414	862	736
ruditapes2_c1415	13	2
ruditapes2_c1416	77	28
ruditapes2_c1417	503	345
ruditapes2_c1418	1	0
ruditapes2_c1419	11	5
ruditapes2_c142	9902	5436
ruditapes2_c1420	0	0
ruditapes2_c1421	0	0
ruditapes2_c1422	559	287
ruditapes2_c1423	0	3
ruditapes2_c1424	61	16
ruditapes2_c1425	0	1
ruditapes2_c1426	128	127
ruditapes2_c1427	1	1
ruditapes2_c1428	201	152
ruditapes2_c1429	62	78
ruditapes2_c143	163	63
ruditapes2_c1430	1875	2268
ruditapes2_c1431	24	11
ruditapes2_c1432	136	104
ruditapes2_c1433	570	499
ruditapes2_c1434	50	25
ruditapes2_c1435	96	83
ruditapes2_c1436	1	0
ruditapes2_c1437	763	678
ruditapes2_c1438	33	21
ruditapes2_c1439	744	953
ruditapes2_c144	0	0
ruditapes2_c1440	27	22
ruditapes2_c1441	126	67
ruditapes2_c1442	88	49
ruditapes2_c1443	21	5
ruditapes2_c1444	128	77
ruditapes2_c1445	47	74
ruditapes2_c1446	20	15
ruditapes2_c1447	42	43
ruditapes2_c1448	0	0
ruditapes2_c1449	128	97
ruditapes2_c145	886	517
ruditapes2_c1450	703	373
ruditapes2_c1451	1	0
ruditapes2_c1452	80	61
ruditapes2_c1453	869	493
ruditapes2_c1454	511	407
ruditapes2_c1455	439	474
ruditapes2_c1456	15	10
ruditapes2_c1457	117	49
ruditapes2_c1458	1	0
ruditapes2_c1459	38	40
ruditapes2_c146	186	206
ruditapes2_c1460	1	7
ruditapes2_c1461	212	79
ruditapes2_c1462	243	73
ruditapes2_c1463	310	68
ruditapes2_c1464	44	26
ruditapes2_c1465	24	6
ruditapes2_c1466	27	4
ruditapes2_c1467	71	54
ruditapes2_c1468	161	127
ruditapes2_c1469	41	45
ruditapes2_c147	8040	12822
ruditapes2_c1470	4	0
ruditapes2_c1471	114	191
ruditapes2_c1472	132	52
ruditapes2_c1473	465	260
ruditapes2_c1474	121	48
ruditapes2_c1475	26	28
ruditapes2_c1476	33	15
ruditapes2_c1477	100	35
ruditapes2_c1478	11	0
ruditapes2_c1479	1	0
ruditapes2_c148	230	117
ruditapes2_c1480	1458	1101
ruditapes2_c1481	0	0
ruditapes2_c1482	38	19
ruditapes2_c1483	192	153
ruditapes2_c1484	86	103
ruditapes2_c1485	147	59
ruditapes2_c1486	1108	1471
ruditapes2_c1487	12	9
ruditapes2_c1488	48	73
ruditapes2_c1489	676	369
ruditapes2_c149	140	86
ruditapes2_c1490	72	74
ruditapes2_c1491	20	9
ruditapes2_c1492	27	32
ruditapes2_c1493	28	31
ruditapes2_c1494	999	530
ruditapes2_c1495	50	35
ruditapes2_c1496	93	71
ruditapes2_c1497	168	59
ruditapes2_c1498	31	71
ruditapes2_c1499	154	159
ruditapes2_c15	80	274
ruditapes2_c150	0	1
ruditapes2_c1500	776	833
ruditapes2_c1501	0	0
ruditapes2_c1502	5	2
ruditapes2_c1503	923	1104
ruditapes2_c1504	519	326
ruditapes2_c1505	311	187
ruditapes2_c1506	27	2
ruditapes2_c1507	3	0
ruditapes2_c1508	0	0
ruditapes2_c1509	17	4
ruditapes2_c151	565	462
ruditapes2_c1510	730	485
ruditapes2_c1511	638	1081
ruditapes2_c1512	99	54
ruditapes2_c1513	142	179
ruditapes2_c1514	487	616
ruditapes2_c1515	23	26
ruditapes2_c1516	9	19
ruditapes2_c1517	612	1423
ruditapes2_c1518	1	0
ruditapes2_c1519	17	10
ruditapes2_c152	588	412
ruditapes2_c1520	176	138
ruditapes2_c1521	219	203
ruditapes2_c1522	165	241
ruditapes2_c1523	29	9
ruditapes2_c1524	87	28
ruditapes2_c1525	0	0
ruditapes2_c1526	0	0
ruditapes2_c1527	13	59
ruditapes2_c1528	804	565
ruditapes2_c1529	135	146
ruditapes2_c153	230	244
ruditapes2_c1530	3	0
ruditapes2_c1531	16	39
ruditapes2_c1532	435	438
ruditapes2_c1533	24	0
ruditapes2_c1534	6	0
ruditapes2_c1535	1157	1885
ruditapes2_c1536	94	36
ruditapes2_c1537	26	21
ruditapes2_c1538	101	80
ruditapes2_c1539	14	18
ruditapes2_c154	251	180
ruditapes2_c1540	10	0
ruditapes2_c1541	48	15
ruditapes2_c1542	274	175
ruditapes2_c1543	1012	896
ruditapes2_c1544	161	336
ruditapes2_c1545	52	49
ruditapes2_c1549	142	89
ruditapes2_c155	1	0
ruditapes2_c1553	147	225
ruditapes2_c1555	371	301
ruditapes2_c1558	559	416
ruditapes2_c1559	3195	2232
ruditapes2_c156	1044	476
ruditapes2_c1561	189	98
ruditapes2_c1562	297	200
ruditapes2_c1563	246	252
ruditapes2_c1564	3077	1708
ruditapes2_c1566	3	0
ruditapes2_c1567	253	127
ruditapes2_c1568	115	60
ruditapes2_c1569	217	69
ruditapes2_c157	6204	3133
ruditapes2_c1570	3683	2139
ruditapes2_c1571	139	114
ruditapes2_c1572	143	78
ruditapes2_c1573	138	118
ruditapes2_c1574	532	252
ruditapes2_c1575	555	687
ruditapes2_c1576	137	57
ruditapes2_c1577	703	468
ruditapes2_c1578	33	16
ruditapes2_c1579	20	11
ruditapes2_c158	323	207
ruditapes2_c1580	9	8
ruditapes2_c1581	11	8
ruditapes2_c1582	701	378
ruditapes2_c1583	27	6
ruditapes2_c1584	47	41
ruditapes2_c1585	44	30
ruditapes2_c1586	67	19
ruditapes2_c1587	33	33
ruditapes2_c1588	797	550
ruditapes2_c1589	336	277
ruditapes2_c159	41	24
ruditapes2_c1590	338	134
ruditapes2_c1591	1526	1039
ruditapes2_c1592	1476	806
ruditapes2_c1593	4	3
ruditapes2_c1594	6	16
ruditapes2_c1595	33	20
ruditapes2_c1596	123	108
ruditapes2_c1598	4	20
ruditapes2_c16	266	785
ruditapes2_c160	5422	1868
ruditapes2_c1600	29	42
ruditapes2_c1601	0	0
ruditapes2_c1602	0	1
ruditapes2_c1605	714	365
ruditapes2_c1606	214	75
ruditapes2_c1607	375	296
ruditapes2_c1608	679	572
ruditapes2_c1609	424	208
ruditapes2_c161	199	27
ruditapes2_c1610	159	137
ruditapes2_c1611	154	92
ruditapes2_c1612	12	2
ruditapes2_c1613	160	233
ruditapes2_c1614	6262	2751
ruditapes2_c1615	157	97
ruditapes2_c1616	104	71
ruditapes2_c1617	51	45
ruditapes2_c1618	372	488
ruditapes2_c1619	7	0
ruditapes2_c162	223	85
ruditapes2_c1620	2	2
ruditapes2_c1621	0	1
ruditapes2_c1622	102	76
ruditapes2_c1623	0	0
ruditapes2_c1624	2468	2672
ruditapes2_c1625	3	0
ruditapes2_c1627	61	71
ruditapes2_c1628	181	127
ruditapes2_c1629	83	86
ruditapes2_c163	891	754
ruditapes2_c1633	41	36
ruditapes2_c1634	192	317
ruditapes2_c1635	140	195
ruditapes2_c1636	4362	1836
ruditapes2_c1637	25	30
ruditapes2_c1638	22	29
ruditapes2_c1639	16	2
ruditapes2_c164	166	48
ruditapes2_c1640	49	26
ruditapes2_c1641	0	7
ruditapes2_c1642	61	35
ruditapes2_c1645	2	15
ruditapes2_c1646	206	120
ruditapes2_c1648	8	0
ruditapes2_c1649	4	16
ruditapes2_c165	0	0
ruditapes2_c1650	36	6
ruditapes2_c1651	143	98
ruditapes2_c1652	40	19
ruditapes2_c1653	0	0
ruditapes2_c1654	174	109
ruditapes2_c1655	1167	517
ruditapes2_c1656	2069	2241
ruditapes2_c1657	20	14
ruditapes2_c1658	1	11
ruditapes2_c1659	27	6
ruditapes2_c166	1	0
ruditapes2_c1660	34	5
ruditapes2_c1661	26	11
ruditapes2_c1662	314	753
ruditapes2_c1663	98	333
ruditapes2_c1664	1257	1082
ruditapes2_c1665	98	55
ruditapes2_c1666	0	0
ruditapes2_c1667	29	26
ruditapes2_c1668	385	323
ruditapes2_c1669	5	0
ruditapes2_c167	50	58
ruditapes2_c1670	2	5
ruditapes2_c1671	924	445
ruditapes2_c1672	7	0
ruditapes2_c1673	391	240
ruditapes2_c1674	196	154
ruditapes2_c1676	68	24
ruditapes2_c1677	1456	1482
ruditapes2_c1678	1	0
ruditapes2_c1679	15	23
ruditapes2_c168	419	289
ruditapes2_c1680	90	0
ruditapes2_c1681	4	1
ruditapes2_c1682	0	0
ruditapes2_c1683	744	1401
ruditapes2_c1684	168	100
ruditapes2_c1685	11	10
ruditapes2_c1686	39	2
ruditapes2_c1687	28	44
ruditapes2_c1688	141	75
ruditapes2_c1689	48	40
ruditapes2_c169	101	42
ruditapes2_c1690	0	0
ruditapes2_c1691	1	0
ruditapes2_c1692	762	359
ruditapes2_c1693	43	35
ruditapes2_c1694	546	280
ruditapes2_c1695	261	182
ruditapes2_c1696	912	828
ruditapes2_c1697	167	167
ruditapes2_c1698	110	110
ruditapes2_c1699	2	9
ruditapes2_c17	106	112
ruditapes2_c170	344	136
ruditapes2_c1700	5137	5199
ruditapes2_c1701	932	1201
ruditapes2_c1703	1	6
ruditapes2_c1704	337	290
ruditapes2_c1706	2314	1388
ruditapes2_c1707	709	568
ruditapes2_c1708	235	216
ruditapes2_c1709	134	103
ruditapes2_c171	14	2
ruditapes2_c1710	4	7
ruditapes2_c1711	1526	1693
ruditapes2_c1712	177	68
ruditapes2_c1713	337	917
ruditapes2_c1714	130	126
ruditapes2_c1715	423	205
ruditapes2_c1716	660	472
ruditapes2_c1717	45	20
ruditapes2_c1718	71	29
ruditapes2_c1719	670	1200
ruditapes2_c172	19	13
ruditapes2_c1720	2	0
ruditapes2_c1721	3	0
ruditapes2_c1722	0	0
ruditapes2_c1723	1601	654
ruditapes2_c1724	0	0
ruditapes2_c1725	21	13
ruditapes2_c1726	3	0
ruditapes2_c1727	219	99
ruditapes2_c1728	4	5
ruditapes2_c1729	101	27
ruditapes2_c173	0	0
ruditapes2_c1730	508	155
ruditapes2_c1731	972	981
ruditapes2_c1732	104	63
ruditapes2_c1733	0	0
ruditapes2_c1734	2469	3363
ruditapes2_c1735	894	483
ruditapes2_c1736	8	0
ruditapes2_c1737	12	20
ruditapes2_c1738	9	0
ruditapes2_c1739	10	25
ruditapes2_c174	6	0
ruditapes2_c1740	218	223
ruditapes2_c1742	0	0
ruditapes2_c1743	210	72
ruditapes2_c1744	1	0
ruditapes2_c1745	15	26
ruditapes2_c1746	2	9
ruditapes2_c1747	221	218
ruditapes2_c1748	2	2
ruditapes2_c1749	491	300
ruditapes2_c175	0	0
ruditapes2_c1750	0	0
ruditapes2_c1751	5	5
ruditapes2_c1752	130	100
ruditapes2_c1753	170	112
ruditapes2_c1754	296	273
ruditapes2_c1755	721	496
ruditapes2_c1756	0	4
ruditapes2_c1757	0	0
ruditapes2_c1758	55	97
ruditapes2_c1759	1270	783
ruditapes2_c176	56	80
ruditapes2_c1760	59	7
ruditapes2_c1761	710	1316
ruditapes2_c1762	390	176
ruditapes2_c1764	343	788
ruditapes2_c1765	1	0
ruditapes2_c1766	116	81
ruditapes2_c1767	41	23
ruditapes2_c1768	577	504
ruditapes2_c1769	40	12
ruditapes2_c177	51	29
ruditapes2_c1770	56	26
ruditapes2_c1771	2	0
ruditapes2_c1772	436	339
ruditapes2_c1773	1180	994
ruditapes2_c1774	2039	675
ruditapes2_c1775	1	2
ruditapes2_c1776	111	159
ruditapes2_c1777	1644	788
ruditapes2_c1778	409	230
ruditapes2_c1779	179	205
ruditapes2_c178	0	0
ruditapes2_c1780	3	0
ruditapes2_c1781	1	0
ruditapes2_c1782	306	141
ruditapes2_c1783	46	18
ruditapes2_c1784	203	211
ruditapes2_c1785	26	14
ruditapes2_c1786	16	4
ruditapes2_c1787	40	65
ruditapes2_c1788	992	881
ruditapes2_c1789	32	32
ruditapes2_c179	3	3
ruditapes2_c1790	45	32
ruditapes2_c1791	213	182
ruditapes2_c1792	8	4
ruditapes2_c1793	0	0
ruditapes2_c1794	383	197
ruditapes2_c1795	51	41
ruditapes2_c1796	53	67
ruditapes2_c1797	11	19
ruditapes2_c1798	30	20
ruditapes2_c1799	71	61
ruditapes2_c18	3673	1926
ruditapes2_c180	125	83
ruditapes2_c1800	223	108
ruditapes2_c1801	594	323
ruditapes2_c1802	101	115
ruditapes2_c1804	302	106
ruditapes2_c1805	196	78
ruditapes2_c1806	74	71
ruditapes2_c1807	86	160
ruditapes2_c1808	102	50
ruditapes2_c1809	2	11
ruditapes2_c181	21	2
ruditapes2_c1810	37	9
ruditapes2_c1811	32	7
ruditapes2_c1812	686	1396
ruditapes2_c1813	53	39
ruditapes2_c1814	17	21
ruditapes2_c1815	0	0
ruditapes2_c1816	432	407
ruditapes2_c1817	1	1
ruditapes2_c1818	502	167
ruditapes2_c1819	868	660
ruditapes2_c182	6	3
ruditapes2_c1820	40	16
ruditapes2_c1821	11	0
ruditapes2_c1822	68	35
ruditapes2_c1823	152	95
ruditapes2_c1824	93	95
ruditapes2_c1825	0	0
ruditapes2_c1826	41	40
ruditapes2_c1827	16	25
ruditapes2_c1828	1	8
ruditapes2_c1829	254	419
ruditapes2_c183	15	44
ruditapes2_c1830	1	1
ruditapes2_c1831	811	683
ruditapes2_c1832	1	0
ruditapes2_c1833	40	30
ruditapes2_c1834	313	176
ruditapes2_c1835	17	50
ruditapes2_c1836	85	45
ruditapes2_c1837	14	21
ruditapes2_c1838	19	33
ruditapes2_c1839	181	82
ruditapes2_c184	418	409
ruditapes2_c1840	18	20
ruditapes2_c1841	30	49
ruditapes2_c1842	20	26
ruditapes2_c1843	275	191
ruditapes2_c1844	2	0
ruditapes2_c1845	64	14
ruditapes2_c1846	194	226
ruditapes2_c1847	10	36
ruditapes2_c1848	1374	813
ruditapes2_c1849	2	0
ruditapes2_c185	2079	1668
ruditapes2_c1850	0	0
ruditapes2_c1851	2	0
ruditapes2_c1852	29	50
ruditapes2_c1853	166	106
ruditapes2_c1854	156	58
ruditapes2_c1855	114	97
ruditapes2_c1856	60	34
ruditapes2_c1857	6	9
ruditapes2_c1858	179	137
ruditapes2_c1859	6	18
ruditapes2_c186	283	121
ruditapes2_c1860	689	388
ruditapes2_c1861	1657	793
ruditapes2_c1862	75	21
ruditapes2_c1863	217	106
ruditapes2_c1864	256	139
ruditapes2_c1865	74	84
ruditapes2_c1866	79	97
ruditapes2_c1867	0	0
ruditapes2_c1869	227	118
ruditapes2_c187	13	12
ruditapes2_c1870	23	9
ruditapes2_c1871	914	541
ruditapes2_c1872	1304	1023
ruditapes2_c1873	2	14
ruditapes2_c1874	5	14
ruditapes2_c1875	20	55
ruditapes2_c1876	5	20
