Contig	FOUR	THOUS
ruditapes_c24517	0	0
ruditapes_c24519	11	6
ruditapes_c2452	0	0
ruditapes_c24520	46	32
ruditapes_c24521	10	76
ruditapes_c24522	557	256
ruditapes_c24523	0	0
ruditapes_c24524	14	7
ruditapes_c24525	84	46
ruditapes_c24526	39	133
ruditapes_c24528	1	0
ruditapes_c24529	1	6
ruditapes_c24530	0	0
ruditapes_c24531	27	1
ruditapes_c24532	0	0
ruditapes_c24533	57	17
ruditapes_c24534	63	64
ruditapes_c24535	103	61
ruditapes_c24536	19	7
ruditapes_c24537	58	78
ruditapes_c24538	2	0
ruditapes_c24539	0	1
ruditapes_c2454	402	220
ruditapes_c24540	7	9
ruditapes_c24541	318	172
ruditapes_c24543	41	29
ruditapes_c24544	23	7
ruditapes_c24545	377	221
ruditapes_c24546	0	6
ruditapes_c24547	192	118
ruditapes_c24549	0	0
ruditapes_c24550	91	74
ruditapes_c24551	22	21
ruditapes_c24552	7	14
ruditapes_c24553	0	1
ruditapes_c24554	91	89
ruditapes_c24555	0	0
ruditapes_c24556	67	16
ruditapes_c24557	0	3
ruditapes_c24559	0	0
ruditapes_c24560	61	43
ruditapes_c24561	14	24
ruditapes_c24562	8	0
ruditapes_c24563	34	46
ruditapes_c24565	637	430
ruditapes_c24566	4	2
ruditapes_c24567	6	10
ruditapes_c24568	37	61
ruditapes_c24570	27	67
ruditapes_c24571	0	0
ruditapes_c24572	0	1
ruditapes_c24573	436	217
ruditapes_c24574	0	0
ruditapes_c24575	13	0
ruditapes_c24577	0	0
ruditapes_c24578	0	1
ruditapes_c24579	223	119
ruditapes_c2458	79	106
ruditapes_c24581	3	0
ruditapes_c24585	11	15
ruditapes_c24586	2	0
ruditapes_c24587	0	0
ruditapes_c2459	26	29
ruditapes_c24590	17	16
ruditapes_c24591	48	31
ruditapes_c24592	10	9
ruditapes_c24593	68	41
ruditapes_c24594	63	30
ruditapes_c24595	6	0
ruditapes_c24596	11	14
ruditapes_c24597	0	2
ruditapes_c24598	0	0
ruditapes_c24600	73	19
ruditapes_c24602	38	16
ruditapes_c24603	67	56
ruditapes_c24604	2	0
ruditapes_c24605	7	0
ruditapes_c24606	0	0
ruditapes_c24608	251	183
ruditapes_c24609	8	20
ruditapes_c2461	90	57
ruditapes_c24610	0	1
ruditapes_c24613	0	1
ruditapes_c24614	255	220
ruditapes_c24616	769	555
ruditapes_c24617	7	4
ruditapes_c24618	0	0
ruditapes_c24619	8	0
ruditapes_c2462	105	78
ruditapes_c24620	0	0
ruditapes_c24621	1	3
ruditapes_c24622	193	139
ruditapes_c24624	10	4
ruditapes_c24626	8	11
ruditapes_c24629	13	14
ruditapes_c24630	31	16
ruditapes_c24631	0	0
ruditapes_c24633	0	7
ruditapes_c24634	2	5
ruditapes_c24635	4	1
ruditapes_c24637	166	108
ruditapes_c2464	73	85
ruditapes_c24640	3	0
ruditapes_c24641	4	7
ruditapes_c24644	7	1
ruditapes_c24645	114	108
ruditapes_c24646	14	9
ruditapes_c24647	1	0
ruditapes_c24649	1	0
ruditapes_c2465	182	895
ruditapes_c24651	6	0
ruditapes_c24652	137	181
ruditapes_c24653	12	8
ruditapes_c24656	4	0
ruditapes_c24657	26	9
ruditapes_c2466	33	38
ruditapes_c24660	3	0
ruditapes_c24661	16	20
ruditapes_c24663	40	7
ruditapes_c24664	80	64
ruditapes_c24666	4	5
ruditapes_c24667	0	5
ruditapes_c24669	5	0
ruditapes_c24670	8	12
ruditapes_c24671	39	24
ruditapes_c24672	0	1
ruditapes_c24673	7	3
ruditapes_c24674	1	0
ruditapes_c24675	0	1
ruditapes_c24676	3	2
ruditapes_c24678	1	4
ruditapes_c24680	18	6
ruditapes_c24681	0	0
ruditapes_c24683	45	46
ruditapes_c24684	287	53
ruditapes_c24685	593	278
ruditapes_c24687	45	35
ruditapes_c24688	0	6
ruditapes_c24689	202	123
ruditapes_c24690	39	10
ruditapes_c24691	1	3
ruditapes_c24692	6	25
ruditapes_c24694	14	11
ruditapes_c24695	4	38
ruditapes_c24696	0	0
ruditapes_c24697	9	9
ruditapes_c24699	8	7
ruditapes_c24700	5	1
ruditapes_c24701	18	12
ruditapes_c24702	1	0
ruditapes_c24703	34	25
ruditapes_c24704	6	21
ruditapes_c24705	0	1
ruditapes_c24706	192	103
ruditapes_c24707	14	18
ruditapes_c24708	132	44
ruditapes_c24709	1	0
ruditapes_c24710	0	0
ruditapes_c24711	18	18
ruditapes_c24712	224	68
ruditapes_c24713	187	121
ruditapes_c24715	11	55
ruditapes_c24718	0	0
ruditapes_c24719	196	79
ruditapes_c24720	1	6
ruditapes_c24721	1	4
ruditapes_c24722	75	33
ruditapes_c24723	5	0
ruditapes_c24725	0	0
ruditapes_c24726	19	2
ruditapes_c24727	124	101
ruditapes_c24728	2	2
ruditapes_c24729	64	29
ruditapes_c24730	14	4
ruditapes_c24731	12	32
ruditapes_c24733	106	75
ruditapes_c24734	10	12
ruditapes_c24735	51	53
ruditapes_c24736	5	0
ruditapes_c24737	23	12
ruditapes_c24738	6	0
ruditapes_c24741	34	41
ruditapes_c24742	154	118
ruditapes_c24743	44	14
ruditapes_c24744	6	2
ruditapes_c24745	67	103
ruditapes_c24746	54	39
ruditapes_c24747	1	0
ruditapes_c24749	6	9
ruditapes_c24750	20	43
ruditapes_c24751	4	11
ruditapes_c24752	81	18
ruditapes_c24753	0	10
ruditapes_c24754	0	0
ruditapes_c24756	12	0
ruditapes_c24757	56	58
ruditapes_c24758	62	53
ruditapes_c24759	0	1
ruditapes_c2476	92	73
ruditapes_c24760	1	0
ruditapes_c24761	0	0
ruditapes_c24762	11	2
ruditapes_c24763	0	0
ruditapes_c24764	5	1
ruditapes_c24765	0	16
ruditapes_c24766	6	0
ruditapes_c24767	7	0
ruditapes_c24768	130	14
ruditapes_c24769	135	78
ruditapes_c24772	20	7
ruditapes_c24773	0	2
ruditapes_c24774	80	70
ruditapes_c24775	0	0
ruditapes_c24776	119	114
ruditapes_c24778	79	59
ruditapes_c24779	0	0
ruditapes_c2478	346	349
ruditapes_c24780	0	0
ruditapes_c24781	0	0
ruditapes_c24783	380	318
ruditapes_c24785	13	0
ruditapes_c24787	0	0
ruditapes_c24789	17	29
ruditapes_c2479	0	0
ruditapes_c24790	0	3
ruditapes_c24791	23	26
ruditapes_c24793	16	11
ruditapes_c24794	46	23
ruditapes_c24795	29	18
ruditapes_c24798	13	11
ruditapes_c24799	1	0
ruditapes_c2480	0	0
ruditapes_c24800	1	0
ruditapes_c24802	19	23
ruditapes_c24803	0	0
ruditapes_c24804	22	59
ruditapes_c24805	0	0
ruditapes_c24806	51	21
ruditapes_c24807	11	0
ruditapes_c24808	1470	1080
ruditapes_c24809	251	222
ruditapes_c2481	549	164
ruditapes_c24811	7	17
ruditapes_c24813	2	13
ruditapes_c24814	0	3
ruditapes_c24815	500	505
ruditapes_c24816	0	0
ruditapes_c24817	24	18
ruditapes_c24819	85	48
ruditapes_c24822	1	5
ruditapes_c24823	5	9
ruditapes_c24824	7	16
ruditapes_c24825	564	258
ruditapes_c24829	84	88
ruditapes_c24830	168	218
ruditapes_c24831	0	0
ruditapes_c24832	4	15
ruditapes_c24833	9	1
ruditapes_c24834	0	0
ruditapes_c24835	2	18
ruditapes_c24836	118	121
ruditapes_c24837	1	0
ruditapes_c24838	12	20
ruditapes_c24839	0	0
ruditapes_c24840	14	13
ruditapes_c24842	9	9
ruditapes_c24844	44	10
ruditapes_c24846	16	39
ruditapes_c24847	59	22
ruditapes_c24848	77	40
ruditapes_c24849	0	0
ruditapes_c2485	32	25
ruditapes_c24850	15	39
ruditapes_c24851	9	11
ruditapes_c24852	7	0
ruditapes_c24853	8	22
ruditapes_c24856	24	22
ruditapes_c24857	16	0
ruditapes_c24858	5	0
ruditapes_c24859	14	24
ruditapes_c24860	43	61
ruditapes_c24861	59	131
ruditapes_c24862	0	0
ruditapes_c24863	14	0
ruditapes_c24864	7	7
ruditapes_c24865	2	5
ruditapes_c24866	7	2
ruditapes_c24868	4	20
ruditapes_c24869	109	71
ruditapes_c2487	44	57
ruditapes_c24870	13	2
ruditapes_c24871	43	29
ruditapes_c24872	89	125
ruditapes_c24873	21	33
ruditapes_c24874	1	0
ruditapes_c24876	5	0
ruditapes_c24878	10	0
ruditapes_c24879	80	195
ruditapes_c24880	2	3
ruditapes_c24882	24	36
ruditapes_c24883	2	0
ruditapes_c24884	3	16
ruditapes_c24885	17	22
ruditapes_c24887	11	3
ruditapes_c24888	0	0
ruditapes_c24889	225	134
ruditapes_c2489	153	106
ruditapes_c24890	12	6
ruditapes_c24892	31	11
ruditapes_c24893	0	0
ruditapes_c24898	0	0
ruditapes_c24899	0	1
ruditapes_c249	0	0
ruditapes_c2490	250	143
ruditapes_c24900	0	0
ruditapes_c24903	0	0
ruditapes_c24904	39	67
ruditapes_c24906	92	89
ruditapes_c24907	5	0
ruditapes_c24908	116	42
ruditapes_c24910	0	3
ruditapes_c24911	0	4
ruditapes_c24912	40	30
ruditapes_c24913	0	0
ruditapes_c24915	1	0
ruditapes_c24916	1	0
ruditapes_c24917	750	574
ruditapes_c24918	1	0
ruditapes_c24919	129	34
ruditapes_c24920	1	0
ruditapes_c24921	0	0
ruditapes_c24922	129	184
ruditapes_c24923	5	3
ruditapes_c24924	114	65
ruditapes_c24925	5	4
ruditapes_c24926	18	0
ruditapes_c24927	2	6
ruditapes_c24928	24	17
ruditapes_c24929	68	60
ruditapes_c2493	135	94
ruditapes_c24930	7	3
ruditapes_c24931	37	27
ruditapes_c24932	2	0
ruditapes_c24933	4	5
ruditapes_c24934	37	4
ruditapes_c24935	19	7
ruditapes_c24936	195	158
ruditapes_c24937	0	1
ruditapes_c2494	20	22
ruditapes_c24941	146	92
ruditapes_c24942	35	34
ruditapes_c24943	3	4
ruditapes_c24944	0	0
ruditapes_c24945	16	0
ruditapes_c24946	0	3
ruditapes_c24947	135	142
ruditapes_c24948	4	0
ruditapes_c2495	297	147
ruditapes_c24952	0	0
ruditapes_c24953	3	24
ruditapes_c24954	3	1
ruditapes_c24955	64	54
ruditapes_c24957	340	434
ruditapes_c24958	43	32
ruditapes_c24960	6	0
ruditapes_c24962	1	0
ruditapes_c24964	29	14
ruditapes_c24965	12	2
ruditapes_c24966	63	8
ruditapes_c24968	5	5
ruditapes_c24969	146	47
ruditapes_c2497	161	130
ruditapes_c24970	3	0
ruditapes_c24971	10	0
ruditapes_c24972	250	221
ruditapes_c24974	2	0
ruditapes_c24976	13	8
ruditapes_c24977	0	1
ruditapes_c24978	578	162
ruditapes_c24979	2	0
ruditapes_c2498	673	524
ruditapes_c24981	48	36
ruditapes_c24984	0	0
ruditapes_c24986	51	61
ruditapes_c24987	1	0
ruditapes_c24988	225	72
ruditapes_c24989	36	24
ruditapes_c2499	1030	1908
ruditapes_c24991	8	0
ruditapes_c24992	99	131
ruditapes_c24993	16	10
ruditapes_c24994	76	28
ruditapes_c24995	55	24
ruditapes_c24996	28	48
ruditapes_c24997	39	63
ruditapes_c24998	252	497
ruditapes_c2500	0	0
ruditapes_c25001	354	191
ruditapes_c25002	347	196
ruditapes_c25003	17	10
ruditapes_c25004	131	211
ruditapes_c25005	1882	1466
ruditapes_c25006	80	44
ruditapes_c25008	9	12
ruditapes_c25009	0	0
ruditapes_c2501	49	36
ruditapes_c25010	3	0
ruditapes_c25011	90	157
ruditapes_c25012	2	27
ruditapes_c25013	7	0
ruditapes_c25019	20	13
ruditapes_c25020	0	0
ruditapes_c25021	23	19
ruditapes_c25022	126	206
ruditapes_c25023	72	63
ruditapes_c25024	32	23
ruditapes_c25025	0	0
ruditapes_c25027	128	64
ruditapes_c25028	1	0
ruditapes_c25029	5	1
ruditapes_c25031	5	15
ruditapes_c25032	5	9
ruditapes_c25034	41	32
ruditapes_c25035	1	5
ruditapes_c25036	6	6
ruditapes_c25038	3	0
ruditapes_c25041	9	3
ruditapes_c25042	1	1
ruditapes_c25043	58	53
ruditapes_c25044	1567	557
ruditapes_c25046	124	87
ruditapes_c25048	61	22
ruditapes_c25049	46	56
ruditapes_c25050	0	0
ruditapes_c25051	5	0
ruditapes_c25052	1	0
ruditapes_c25054	104	82
ruditapes_c25055	1	0
ruditapes_c25056	287	163
ruditapes_c25058	0	0
ruditapes_c25060	6	10
ruditapes_c25061	65	64
ruditapes_c25063	72	46
ruditapes_c25064	2	0
ruditapes_c25065	3	0
ruditapes_c25066	19	24
ruditapes_c25067	55	61
ruditapes_c25068	7	3
ruditapes_c25069	6	10
ruditapes_c25070	68	72
ruditapes_c25071	2	0
ruditapes_c25072	24	17
ruditapes_c25073	0	0
ruditapes_c25074	42	11
ruditapes_c25077	9	1
ruditapes_c25078	0	0
ruditapes_c25079	2	9
ruditapes_c25080	87	42
ruditapes_c25081	48	593
ruditapes_c25082	0	0
ruditapes_c25083	75	20
ruditapes_c25086	0	0
ruditapes_c25087	11	15
ruditapes_c25088	3	6
ruditapes_c25089	3	7
ruditapes_c2509	359	154
ruditapes_c25091	14	7
ruditapes_c25092	233	205
ruditapes_c25093	8	33
ruditapes_c25094	9	5
ruditapes_c25096	170	175
ruditapes_c25097	1	1
ruditapes_c25098	0	0
ruditapes_c25099	23	7
ruditapes_c2510	44	95
ruditapes_c25100	0	0
ruditapes_c25101	64	52
ruditapes_c25102	104	63
ruditapes_c25103	140	33
ruditapes_c25104	28	32
ruditapes_c25105	50	20
ruditapes_c25106	0	0
ruditapes_c25107	0	0
ruditapes_c25109	663	572
ruditapes_c2511	0	0
ruditapes_c25110	10	17
ruditapes_c25111	40	4
ruditapes_c25112	0	0
ruditapes_c25114	23	21
ruditapes_c25115	24	0
ruditapes_c25116	3	7
ruditapes_c25117	18	34
ruditapes_c25118	4	5
ruditapes_c25119	3	9
ruditapes_c2512	403	717
ruditapes_c25121	43	25
ruditapes_c25122	7	0
ruditapes_c25123	47	12
ruditapes_c25124	7	4
ruditapes_c25125	19	4
ruditapes_c25126	85	35
ruditapes_c25127	11	5
ruditapes_c25128	123	83
ruditapes_c25129	3	6
ruditapes_c25131	0	0
ruditapes_c25132	145	110
ruditapes_c25133	9	26
ruditapes_c25134	17	17
ruditapes_c25137	7	0
ruditapes_c25138	79	39
ruditapes_c2514	312	275
ruditapes_c25140	295	167
ruditapes_c25141	2	0
ruditapes_c25142	438	756
ruditapes_c25143	19	20
ruditapes_c25144	107	80
ruditapes_c25146	0	2
ruditapes_c25147	0	0
ruditapes_c25148	0	0
ruditapes_c25149	0	0
ruditapes_c2515	188	96
ruditapes_c25150	2	0
ruditapes_c25152	15	2
ruditapes_c25153	1	0
ruditapes_c25154	12	40
ruditapes_c25157	86	37
ruditapes_c25158	24	33
ruditapes_c25160	0	2
ruditapes_c25162	44	44
ruditapes_c25163	0	0
ruditapes_c25164	0	0
ruditapes_c25165	61	85
ruditapes_c25167	6	0
ruditapes_c25168	402	246
ruditapes_c25169	0	0
ruditapes_c25170	1	0
ruditapes_c25171	10	2
ruditapes_c25174	14	0
ruditapes_c25176	88	138
ruditapes_c25177	0	0
ruditapes_c25178	0	0
ruditapes_c25179	6	0
ruditapes_c25180	0	0
ruditapes_c25181	11	4
ruditapes_c25183	26	134
ruditapes_c25184	13	8
ruditapes_c25186	37	38
ruditapes_c25187	6	4
ruditapes_c25188	9	36
ruditapes_c25189	0	0
ruditapes_c2519	3	7
ruditapes_c25190	3	0
ruditapes_c25191	0	0
ruditapes_c25192	0	0
ruditapes_c25193	126	26
ruditapes_c25195	20	5
ruditapes_c25196	7	7
ruditapes_c25197	345	218
ruditapes_c25198	0	0
ruditapes_c25199	20	16
ruditapes_c25200	0	0
ruditapes_c25201	9	3
ruditapes_c25202	672	330
ruditapes_c25203	23	10
ruditapes_c25204	0	2
ruditapes_c25206	15	22
ruditapes_c25207	3	6
ruditapes_c25208	1	10
ruditapes_c25209	27	18
ruditapes_c25211	0	0
ruditapes_c25212	9	0
ruditapes_c25213	618	416
ruditapes_c25214	29	10
ruditapes_c25215	133	352
ruditapes_c25216	2	0
ruditapes_c25217	31	18
ruditapes_c25219	246	125
ruditapes_c25220	0	2
ruditapes_c25221	73	69
ruditapes_c25222	0	0
ruditapes_c25224	1	0
ruditapes_c25225	53	44
ruditapes_c25227	9	19
ruditapes_c25229	11	13
ruditapes_c25230	65	16
ruditapes_c25231	30	48
ruditapes_c25232	63	13
ruditapes_c25233	1	0
ruditapes_c25234	2	0
ruditapes_c25235	1	1
ruditapes_c25236	0	0
ruditapes_c25238	42	6
ruditapes_c25239	65	41
ruditapes_c25241	3	11
ruditapes_c25242	0	0
ruditapes_c25243	306	346
ruditapes_c25244	135	68
ruditapes_c25245	5	12
ruditapes_c25247	83	47
ruditapes_c25248	39	37
ruditapes_c25249	36	65
ruditapes_c2525	0	1
ruditapes_c25250	0	0
ruditapes_c25251	1024	1174
ruditapes_c25252	2	5
ruditapes_c25253	0	0
ruditapes_c25254	17	20
ruditapes_c25255	2	0
ruditapes_c25256	35	42
ruditapes_c25258	78	40
ruditapes_c25259	0	0
ruditapes_c25260	88	153
ruditapes_c25262	17	26
ruditapes_c25263	0	4
ruditapes_c25265	1	0
ruditapes_c25266	0	0
ruditapes_c25267	98	123
ruditapes_c25268	0	0
ruditapes_c25269	68	50
ruditapes_c2527	307	389
ruditapes_c25271	15	23
ruditapes_c25272	42	46
ruditapes_c25275	1	0
ruditapes_c25276	37	6
ruditapes_c25278	3	0
ruditapes_c25279	0	0
ruditapes_c25280	277	121
ruditapes_c25281	0	0
ruditapes_c25282	6	14
ruditapes_c25283	0	3
ruditapes_c25284	1	0
ruditapes_c25286	6	7
ruditapes_c25287	86	41
ruditapes_c25288	42	37
ruditapes_c25289	10	0
ruditapes_c25290	0	0
ruditapes_c25292	0	0
ruditapes_c25293	212	258
ruditapes_c25296	2	0
ruditapes_c25297	7	12
ruditapes_c25298	0	1
ruditapes_c2530	64	20
ruditapes_c25301	30	8
ruditapes_c25303	22	21
ruditapes_c25307	0	0
ruditapes_c25310	0	0
ruditapes_c25311	518	654
ruditapes_c25312	0	0
ruditapes_c25313	73	59
ruditapes_c25315	57	39
ruditapes_c25318	0	0
ruditapes_c25319	3	8
ruditapes_c2532	0	1
ruditapes_c25320	0	0
ruditapes_c25321	0	0
ruditapes_c25322	8	36
ruditapes_c25323	5	3
ruditapes_c25324	8	8
ruditapes_c25326	66	44
ruditapes_c25328	6	0
ruditapes_c2533	206	293
ruditapes_c25330	32	0
ruditapes_c25331	50	16
ruditapes_c25332	405	1262
ruditapes_c25333	3	1
ruditapes_c25335	118	83
ruditapes_c25336	1	0
ruditapes_c25337	35	30
ruditapes_c25340	11	11
ruditapes_c25341	52	29
ruditapes_c25343	14	10
ruditapes_c25344	3	0
ruditapes_c25345	121	128
ruditapes_c25346	0	0
ruditapes_c25347	186	99
ruditapes_c25348	382	448
ruditapes_c25349	90	60
ruditapes_c25351	55	23
ruditapes_c25352	174	168
ruditapes_c25353	17	56
ruditapes_c25355	10	3
ruditapes_c25356	29	22
ruditapes_c25357	0	1
ruditapes_c25358	225	89
ruditapes_c25359	0	0
ruditapes_c2536	173	169
ruditapes_c25360	27	33
ruditapes_c25361	0	1
ruditapes_c25363	108	99
ruditapes_c25365	1867	375
ruditapes_c25366	106	28
ruditapes_c25367	1	0
ruditapes_c25368	239	349
ruditapes_c25369	2	0
ruditapes_c2537	466	783
ruditapes_c25370	157	74
ruditapes_c25371	862	678
ruditapes_c25372	8	14
ruditapes_c25373	24	20
ruditapes_c25374	0	0
ruditapes_c25375	11	8
ruditapes_c25378	2	2
ruditapes_c25379	81	72
ruditapes_c25380	0	2
ruditapes_c25381	8	25
ruditapes_c25382	0	0
ruditapes_c25383	24	16
ruditapes_c25384	0	8
ruditapes_c25385	48	11
ruditapes_c25386	104	47
ruditapes_c25387	2	0
ruditapes_c25388	30	32
ruditapes_c25389	45	46
ruditapes_c2539	70	37
ruditapes_c25390	4	0
ruditapes_c25391	157	98
ruditapes_c25393	8	12
ruditapes_c25396	1	0
ruditapes_c25397	35	47
ruditapes_c25399	20	37
ruditapes_c2540	16	18
ruditapes_c25401	246	205
ruditapes_c25403	22	17
ruditapes_c25404	0	1
ruditapes_c25408	0	1
ruditapes_c25409	315	350
ruditapes_c2541	6	36
ruditapes_c25412	14	15
ruditapes_c25413	84	43
ruditapes_c25415	10	0
ruditapes_c25416	40	51
ruditapes_c25417	5	13
ruditapes_c25418	1003	609
ruditapes_c2542	0	0
ruditapes_c25421	383	242
ruditapes_c25422	11	12
ruditapes_c25423	24	10
ruditapes_c25424	622	441
ruditapes_c25425	0	0
ruditapes_c25427	0	0
ruditapes_c25429	3	3
ruditapes_c2543	0	0
ruditapes_c25430	368	233
ruditapes_c25431	0	0
ruditapes_c25432	4	0
ruditapes_c25433	1	0
ruditapes_c25435	2	0
ruditapes_c25436	45	51
ruditapes_c25437	0	1
ruditapes_c25438	5	0
ruditapes_c25439	17	36
ruditapes_c25445	13	15
ruditapes_c25446	8	6
ruditapes_c25447	3	0
ruditapes_c25448	0	0
ruditapes_c25450	126	83
ruditapes_c25453	0	1
ruditapes_c25456	0	2
ruditapes_c25457	7	10
ruditapes_c25459	92	72
ruditapes_c25460	7	5
ruditapes_c25461	15	39
ruditapes_c25462	3	11
ruditapes_c25463	141	145
ruditapes_c25464	227	311
ruditapes_c25465	6	12
ruditapes_c25466	616	302
ruditapes_c25467	36	40
ruditapes_c25468	5	14
ruditapes_c25469	1	0
ruditapes_c2547	4	3
ruditapes_c25470	360	312
ruditapes_c25473	3	2
ruditapes_c25474	0	0
ruditapes_c25475	25	39
ruditapes_c25476	9	0
ruditapes_c25477	0	0
ruditapes_c25478	52	15
ruditapes_c25479	0	1
ruditapes_c25480	6	12
ruditapes_c25481	0	3
ruditapes_c25482	1	10
ruditapes_c25483	2	12
ruditapes_c25484	63	196
ruditapes_c25485	0	4
ruditapes_c25486	84	44
ruditapes_c25487	102	98
ruditapes_c25488	29	65
ruditapes_c25489	201	1690
ruditapes_c2549	288	249
ruditapes_c25490	2	14
ruditapes_c25493	0	0
ruditapes_c25495	6	4
ruditapes_c25496	18	8
ruditapes_c25497	118	80
ruditapes_c25498	8	0
ruditapes_c25499	27	9
ruditapes_c255	0	5
ruditapes_c2550	439	193
ruditapes_c25501	5	6
ruditapes_c25502	35	44
ruditapes_c25503	27	11
ruditapes_c25504	0	0
ruditapes_c25505	0	6
ruditapes_c25507	3	0
ruditapes_c2551	53	167
ruditapes_c25510	0	0
ruditapes_c25511	93	45
ruditapes_c25513	1397	602
ruditapes_c25515	10	0
ruditapes_c25516	26	26
ruditapes_c25517	200	144
ruditapes_c25518	0	2
ruditapes_c2552	112	75
ruditapes_c25520	311	521
ruditapes_c25521	9	3
ruditapes_c25522	404	307
ruditapes_c25523	69	26
ruditapes_c25524	0	0
ruditapes_c25525	28	8
ruditapes_c25526	28	58
ruditapes_c2553	18	18
ruditapes_c25530	8	14
ruditapes_c25531	0	0
ruditapes_c25532	25	21
ruditapes_c25533	9	6
ruditapes_c25534	13	12
ruditapes_c25535	2	0
ruditapes_c25536	19	11
ruditapes_c25537	10	13
ruditapes_c25538	0	0
ruditapes_c2554	164	104
ruditapes_c25540	0	0
ruditapes_c25541	26	12
ruditapes_c25542	1	3
ruditapes_c25544	4	0
ruditapes_c25547	38	37
ruditapes_c25548	0	0
ruditapes_c25549	20	10
ruditapes_c2555	203	109
ruditapes_c25550	8	10
ruditapes_c25553	1	0
ruditapes_c25556	2	5
ruditapes_c25557	1	5
ruditapes_c25558	34	59
ruditapes_c25560	235	173
ruditapes_c25561	26	9
ruditapes_c25562	12	18
ruditapes_c25564	0	4
ruditapes_c25565	19	7
ruditapes_c25567	4	8
ruditapes_c25568	4	4
ruditapes_c25570	423	357
ruditapes_c25571	5	0
ruditapes_c25572	9	9
ruditapes_c25573	4492	3037
ruditapes_c25574	0	0
ruditapes_c25575	4	3
ruditapes_c25576	1	6
ruditapes_c25577	6	0
ruditapes_c25579	26	2
ruditapes_c25581	11	4
ruditapes_c25583	0	0
ruditapes_c25585	0	1
ruditapes_c25586	0	0
ruditapes_c25587	0	0
ruditapes_c25588	0	1
ruditapes_c25589	539	281
ruditapes_c25590	0	0
ruditapes_c25594	109	53
ruditapes_c25595	24	24
ruditapes_c25596	362	1125
ruditapes_c25597	0	0
ruditapes_c256	1907	892
ruditapes_c25600	0	2
ruditapes_c25601	16	19
ruditapes_c25602	7	0
ruditapes_c25603	0	0
ruditapes_c25604	10	14
ruditapes_c25606	0	0
ruditapes_c25608	0	1
ruditapes_c25610	0	0
ruditapes_c25611	0	4
ruditapes_c25612	0	0
ruditapes_c25613	5	0
ruditapes_c25614	27	25
ruditapes_c25615	138	116
ruditapes_c25616	22	2
ruditapes_c25617	2	7
ruditapes_c25618	0	0
ruditapes_c2562	9	0
ruditapes_c25620	30	36
ruditapes_c25621	344	203
ruditapes_c25622	24	0
ruditapes_c25623	57	11
ruditapes_c25625	92	32
ruditapes_c25626	0	4
ruditapes_c25627	49	65
ruditapes_c25628	50	92
ruditapes_c25630	151	70
ruditapes_c25631	15	48
ruditapes_c25633	126	52
ruditapes_c25635	2	0
ruditapes_c25638	37	59
ruditapes_c25639	0	6
ruditapes_c25642	42	30
ruditapes_c25643	5	0
ruditapes_c25644	2	0
ruditapes_c25645	49	74
ruditapes_c25647	23	22
ruditapes_c25648	17	8
ruditapes_c25649	0	0
ruditapes_c2565	336	115
ruditapes_c25650	29	24
ruditapes_c25651	8	21
ruditapes_c25652	237	151
ruditapes_c25653	16	29
ruditapes_c25654	1087	369
ruditapes_c25655	0	0
ruditapes_c25657	8	9
ruditapes_c25658	49	47
ruditapes_c25659	4	2
ruditapes_c2566	110	53
ruditapes_c25661	12	0
ruditapes_c25662	0	0
ruditapes_c25663	27	27
ruditapes_c25664	167	150
ruditapes_c25666	2	1
ruditapes_c25667	1	0
ruditapes_c25668	0	0
ruditapes_c25669	16	15
ruditapes_c25670	4	21
ruditapes_c25671	0	2
ruditapes_c25672	22	30
ruditapes_c25674	7	0
ruditapes_c25675	10	9
ruditapes_c25676	40	136
ruditapes_c25677	16	91
ruditapes_c25678	58	198
ruditapes_c25679	406	462
ruditapes_c2568	62	36
ruditapes_c25681	52	51
ruditapes_c25682	13	0
ruditapes_c25683	346	249
ruditapes_c25684	4	0
ruditapes_c25685	26	1
ruditapes_c25686	0	0
ruditapes_c25687	26	5
ruditapes_c25688	179	155
ruditapes_c25689	29	34
ruditapes_c25691	0	0
ruditapes_c25692	42	13
ruditapes_c25694	4	14
ruditapes_c25695	15	6
ruditapes_c25696	55	18
ruditapes_c25697	71	94
ruditapes_c25698	56	51
ruditapes_c25699	13	11
ruditapes_c2570	527	441
ruditapes_c25702	24	26
ruditapes_c25703	0	1
ruditapes_c25704	32	9
ruditapes_c25705	4	2
ruditapes_c25706	76	260
ruditapes_c25708	369	209
ruditapes_c25709	206	37
ruditapes_c25710	0	0
ruditapes_c25713	176	151
ruditapes_c25714	0	1
ruditapes_c25716	56	70
ruditapes_c25719	0	0
ruditapes_c2572	18	24
ruditapes_c25721	2	0
ruditapes_c25722	9	18
ruditapes_c25723	55	47
ruditapes_c25724	0	0
ruditapes_c25726	30	23
ruditapes_c25727	4	0
ruditapes_c25729	0	0
ruditapes_c25730	129	58
ruditapes_c25731	61	20
ruditapes_c25734	815	438
ruditapes_c25735	20	17
ruditapes_c25736	0	0
ruditapes_c25737	0	0
ruditapes_c25738	0	1
ruditapes_c25739	0	9
ruditapes_c25741	3	9
ruditapes_c25742	0	0
ruditapes_c25743	51	52
ruditapes_c25744	11	26
ruditapes_c25745	39	5
ruditapes_c25746	96	72
ruditapes_c25747	31	11
ruditapes_c25748	30	27
ruditapes_c25749	15	6
ruditapes_c25751	0	0
